creationDate|Post.id|Tag.id
2012-08-25T08:38:17.711+00:00|1030792153459|775
2012-06-15T15:40:45.341+00:00|962072676746|775
2012-04-18T12:05:48.615+00:00|893353200058|775
2012-02-07T03:04:03.949+00:00|824633723338|775
2012-07-25T10:28:05.355+00:00|1030792153571|775
2011-09-16T02:53:35.300+00:00|687194769940|775
2011-12-19T06:23:11.952+00:00|755914246678|775
2012-09-08T10:02:37.819+00:00|1030792153668|775
2012-01-01T11:34:00.965+00:00|755914246732|775
2012-07-07T20:55:43.093+00:00|962072676976|1938
2011-08-16T12:18:33.886+00:00|618475293304|1938
2012-08-31T10:14:54.263+00:00|1030792153787|1938
2012-09-06T22:31:33.752+00:00|1030792153854|1938
2012-04-24T18:24:58.586+00:00|893353200417|1938
2012-08-08T07:59:01.310+00:00|1030792154029|1938
2012-07-20T15:42:26.914+00:00|1030792154045|1938
2012-05-04T14:09:39.369+00:00|893353200626|1938
2012-03-01T01:40:06.844+00:00|824633723894|1938
2012-07-14T12:01:03.849+00:00|1030792154125|1938
2012-07-17T04:48:39.785+00:00|1030792154136|1938
2012-08-06T20:14:11.893+00:00|1030792154156|1938
2012-09-02T15:42:34.519+00:00|1030792154172|1938
2012-09-01T07:09:13.007+00:00|1030792154205|1938
2012-02-21T05:56:55.998+00:00|824633724015|1191
2012-02-21T05:56:55.998+00:00|824633724015|1934
2012-02-21T05:56:55.998+00:00|824633724015|6183
2012-02-21T05:56:55.998+00:00|824633724015|8277
2012-02-21T05:56:55.998+00:00|824633724015|11635
2012-02-21T05:56:55.998+00:00|824633724015|11726
2012-02-21T12:37:25.998+00:00|824633724031|1934
2012-02-21T12:37:25.998+00:00|824633724031|6954
2012-02-21T12:37:25.998+00:00|824633724031|9039
2012-02-21T03:30:40.998+00:00|824633724047|1934
2012-02-21T03:30:40.998+00:00|824633724047|2808
2012-02-21T03:30:40.998+00:00|824633724047|5067
2012-02-21T03:30:40.998+00:00|824633724047|9147
2012-02-21T03:30:40.998+00:00|824633724047|10651
2012-02-21T03:30:40.998+00:00|824633724047|11541
2012-02-22T11:46:25.998+00:00|824633724054|1022
2012-02-22T11:46:25.998+00:00|824633724054|1186
2012-02-22T11:46:25.998+00:00|824633724054|1644
2012-02-22T11:46:25.998+00:00|824633724054|1934
2012-02-22T11:46:25.998+00:00|824633724054|2005
2012-02-22T11:46:25.998+00:00|824633724054|2811
2012-02-22T11:46:25.998+00:00|824633724054|5064
2012-02-22T11:46:25.998+00:00|824633724054|5152
2012-02-22T11:46:25.998+00:00|824633724054|11737
2012-02-20T07:39:40.998+00:00|824633724061|1934
2012-02-20T07:39:40.998+00:00|824633724061|2881
2012-02-20T07:39:40.998+00:00|824633724061|2888
2012-02-20T07:39:40.998+00:00|824633724061|2968
2012-02-20T07:39:40.998+00:00|824633724061|2982
2012-02-20T07:39:40.998+00:00|824633724061|3005
2012-02-20T07:39:40.998+00:00|824633724061|6950
2012-02-20T07:39:40.998+00:00|824633724061|14575
2012-02-21T18:26:10.998+00:00|824633724068|1183
2012-02-21T18:26:10.998+00:00|824633724068|1763
2012-02-21T18:26:10.998+00:00|824633724068|1934
2012-02-21T18:26:10.998+00:00|824633724068|5066
2012-02-21T18:26:10.998+00:00|824633724068|12085
2012-08-15T10:45:56.786+00:00|1030792154880|458
2012-08-15T10:45:56.786+00:00|1030792154880|2898
2012-04-16T11:01:35.582+00:00|893353201425|458
2012-04-16T11:01:35.582+00:00|893353201425|2929
2012-04-16T11:01:35.582+00:00|893353201425|8882
2011-11-17T01:48:06.470+00:00|755914247970|458
2012-06-05T03:32:26.291+00:00|962072678195|458
2011-10-10T00:55:06.571+00:00|687194771268|458
2011-12-20T03:19:18.681+00:00|755914248005|1528
2011-12-20T03:19:18.681+00:00|755914248005|2899
2011-12-20T03:19:18.681+00:00|755914248005|7287
2011-12-20T03:19:18.681+00:00|755914248005|9043
2011-12-20T03:19:18.681+00:00|755914248005|11165
2011-12-20T03:19:18.681+00:00|755914248005|11642
2011-12-20T03:19:18.681+00:00|755914248005|12030
2011-12-18T19:24:33.681+00:00|755914248015|975
2011-12-18T19:24:33.681+00:00|755914248015|1528
2011-12-18T19:24:33.681+00:00|755914248015|8718
2011-12-18T19:24:33.681+00:00|755914248015|8962
2011-12-18T19:24:33.681+00:00|755914248015|9036
2011-12-19T21:03:33.681+00:00|755914248025|1528
2011-12-19T21:03:33.681+00:00|755914248025|6942
2011-12-20T04:56:48.681+00:00|755914248035|1528
2011-12-20T04:56:48.681+00:00|755914248035|2027
2011-12-20T04:56:48.681+00:00|755914248035|2823
2011-12-20T04:56:48.681+00:00|755914248035|6374
2011-12-20T04:56:48.681+00:00|755914248035|6797
2011-12-20T04:56:48.681+00:00|755914248035|6931
2011-12-20T04:56:48.681+00:00|755914248035|8705
2011-12-20T00:04:18.681+00:00|755914248045|6
2011-12-20T00:04:18.681+00:00|755914248045|1528
2011-12-20T00:04:18.681+00:00|755914248045|5062
2011-12-19T20:05:03.681+00:00|755914248055|573
2011-12-19T20:05:03.681+00:00|755914248055|576
2011-12-19T20:05:03.681+00:00|755914248055|1528
2011-12-19T20:05:03.681+00:00|755914248055|3023
2011-12-19T20:05:03.681+00:00|755914248055|3100
2011-12-19T20:05:03.681+00:00|755914248055|6412
2011-12-19T20:05:03.681+00:00|755914248055|7479
2011-12-19T20:05:03.681+00:00|755914248055|11876
2011-10-06T20:26:24.735+00:00|687194771473|540
2011-10-06T20:26:24.735+00:00|687194771473|7606
2011-10-06T20:26:24.735+00:00|687194771473|9154
2012-01-03T14:06:06.095+00:00|755914248210|1860
2012-01-03T14:06:06.095+00:00|755914248210|2880
2012-01-03T14:06:06.095+00:00|755914248210|6210
2012-01-03T14:06:06.095+00:00|755914248210|7625
2012-01-03T14:06:06.095+00:00|755914248210|9072
2012-04-14T23:43:34.802+00:00|893353201829|1410
2011-10-01T09:38:52.042+00:00|687194771641|1410
2012-06-03T08:21:51.946+00:00|962072678586|293
2012-06-03T08:21:51.946+00:00|962072678586|1526
2012-06-03T08:21:51.946+00:00|962072678586|2986
2012-06-03T08:21:51.946+00:00|962072678586|10193
2012-06-03T04:33:51.946+00:00|962072678587|1183
2012-06-03T04:33:51.946+00:00|962072678587|1526
2012-06-03T04:33:51.946+00:00|962072678587|5140
2012-06-03T04:33:51.946+00:00|962072678587|10163
2012-06-03T04:33:51.946+00:00|962072678587|10838
2012-06-03T04:33:51.946+00:00|962072678587|13570
2012-05-22T04:36:43.348+00:00|962072678931|410
2012-08-07T12:48:27.939+00:00|1030792155695|410
2012-04-24T04:44:36.673+00:00|893353202291|410
2012-08-08T19:57:50.493+00:00|1030792155777|410
2012-08-08T15:26:26.225+00:00|1030792155817|410
2012-07-17T12:48:56.277+00:00|1030792155987|410
2012-02-07T19:02:50.928+00:00|824633725951|410
2012-03-04T20:07:38.073+00:00|824633725961|410
2012-05-14T16:13:22.751+00:00|962072679509|410
2012-08-23T06:13:07.444+00:00|1030792156323|410
2012-08-28T23:12:26.025+00:00|1030792156399|410
2012-07-02T02:12:41.226+00:00|962072679665|410
2012-09-10T13:25:26.540+00:00|1099511633326|410
2012-05-26T22:38:38.491+00:00|962072679870|410
2012-07-13T16:20:21.537+00:00|1030792156614|410
2012-05-31T05:04:36.667+00:00|962072679886|410
2012-05-07T17:41:16.300+00:00|893353203170|410
2012-08-24T14:48:41.429+00:00|1030792156664|410
2012-02-23T13:47:37.780+00:00|824633726462|410
2012-03-13T11:34:35.634+00:00|893353203199|410
2012-08-07T01:00:15.786+00:00|1030792156750|410
2012-09-11T13:08:30.014+00:00|1099511633514|410
2012-08-28T08:09:40.037+00:00|1030792156787|410
2012-06-06T12:54:15.764+00:00|962072680060|410
2012-08-26T11:51:51.946+00:00|1030792156831|410
2012-04-27T05:31:42.510+00:00|893353203561|280
2012-04-27T05:31:42.510+00:00|893353203561|1985
2012-04-27T05:31:42.510+00:00|893353203561|3083
2012-04-27T05:31:42.510+00:00|893353203561|5854
2011-04-12T00:14:20.138+00:00|481036343259|139
2011-04-12T00:14:20.138+00:00|481036343259|6991
2011-04-12T00:14:20.138+00:00|481036343259|10712
2011-03-09T11:42:16.532+00:00|481036343260|470
2011-03-09T11:42:16.532+00:00|481036343260|1031
2011-03-09T11:42:16.532+00:00|481036343260|1998
2011-03-09T11:42:16.532+00:00|481036343260|6394
2011-03-09T11:42:16.532+00:00|481036343260|7610
2011-05-13T14:29:34.102+00:00|549755819997|470
2011-05-13T14:29:34.102+00:00|549755819997|4849
2011-05-13T14:29:34.102+00:00|549755819997|9319
2011-09-23T11:59:32.575+00:00|687194773470|1375
2011-09-23T11:59:32.575+00:00|687194773470|5875
2011-09-23T11:59:32.575+00:00|687194773470|8174
2011-09-23T11:59:32.575+00:00|687194773470|8245
2011-09-23T11:59:32.575+00:00|687194773470|12924
2011-09-23T11:59:32.575+00:00|687194773470|15478
2012-04-07T18:19:06.770+00:00|893353203679|138
2012-04-07T18:19:06.770+00:00|893353203679|587
2012-04-07T18:19:06.770+00:00|893353203679|1171
2012-04-07T18:19:06.770+00:00|893353203679|1653
2012-04-07T18:19:06.770+00:00|893353203679|2807
2012-04-07T18:19:06.770+00:00|893353203679|6400
2012-04-07T18:19:06.770+00:00|893353203679|6624
2012-04-07T18:19:06.770+00:00|893353203679|11618
2011-12-19T11:16:18.681+00:00|755914250208|1528
2011-12-19T11:16:18.681+00:00|755914250208|2896
2011-12-19T11:16:18.681+00:00|755914250208|7443
2011-12-19T11:16:18.681+00:00|755914250208|11598
2011-02-19T15:25:41.174+00:00|412316866764|545
2012-03-29T15:44:34.791+00:00|893353203917|545
2012-03-29T15:44:34.791+00:00|893353203917|7604
2010-09-13T19:00:27.294+00:00|274877913296|1339
2010-09-13T19:00:27.294+00:00|274877913296|2953
2010-09-13T19:00:27.294+00:00|274877913296|7521
2010-09-13T19:00:27.294+00:00|274877913296|9202
