creationDate|Comment.id|ParentComment.id
2012-07-22T03:29:23.663+00:00|1030792154057|1030792154055
2012-07-21T02:10:37.232+00:00|1030792154058|1030792154054
2012-07-20T18:31:44.756+00:00|1030792154059|1030792154052
2012-07-21T02:19:53.570+00:00|1030792154060|1030792154054
2012-07-21T00:14:23.222+00:00|1030792154061|1030792154052
2012-07-21T06:16:12.798+00:00|1030792154062|1030792154060
2012-07-21T02:14:22.435+00:00|1030792154063|1030792154054
2012-03-02T09:22:38.215+00:00|824633723899|824633723896
2012-03-01T15:26:12.716+00:00|824633723901|824633723896
2012-03-01T20:49:18.182+00:00|824633723903|824633723900
2012-03-02T03:50:12.600+00:00|824633723904|824633723896
2012-03-02T04:23:14.791+00:00|824633723905|824633723904
2012-03-01T17:23:04.708+00:00|824633723906|824633723896
2012-03-02T03:30:55.959+00:00|824633723907|824633723900
2012-03-02T08:16:31.939+00:00|824633723908|824633723904
2012-03-02T00:13:44.809+00:00|824633723910|824633723896
2012-03-02T08:20:05.036+00:00|824633723911|824633723908
2012-07-15T14:30:16.066+00:00|1030792154130|1030792154128
2012-07-14T21:00:20.092+00:00|1030792154131|1030792154128
2012-07-15T02:42:57.514+00:00|1030792154133|1030792154128
2012-07-15T04:18:49.622+00:00|1030792154134|1030792154133
2012-07-15T11:20:59.793+00:00|1030792154135|1030792154128
2012-07-18T05:17:07.829+00:00|1030792154141|1030792154137
2012-07-17T15:01:48.653+00:00|1030792154143|1030792154137
2012-08-07T18:51:17.505+00:00|1030792154159|1030792154157
2012-08-08T00:14:26.301+00:00|1030792154161|1030792154159
2012-08-06T23:30:08.836+00:00|1030792154162|1030792154158
2012-08-08T02:00:58.970+00:00|1030792154163|1030792154159
2012-08-07T08:08:26.835+00:00|1030792154164|1030792154162
2012-08-08T00:47:56.959+00:00|1030792154165|1030792154164
2012-08-08T00:00:25.303+00:00|1030792154166|1030792154159
2012-08-08T00:42:55.193+00:00|1030792154167|1030792154161
2012-08-07T09:33:39.320+00:00|1030792154168|1030792154164
2012-08-08T00:15:23.587+00:00|1030792154169|1030792154161
2012-08-07T08:11:19.583+00:00|1030792154170|1030792154164
2012-08-08T01:17:46.315+00:00|1030792154171|1030792154159
2012-09-02T17:01:05.498+00:00|1030792154174|1030792154173
2012-09-02T22:45:59.313+00:00|1030792154176|1030792154173
2012-09-02T18:16:33.520+00:00|1030792154177|1030792154173
2012-09-02T16:16:48.415+00:00|1030792154178|1030792154173
2012-09-02T18:19:10.321+00:00|1030792154180|1030792154177
2012-09-03T05:02:06.685+00:00|1030792154181|1030792154177
2012-09-02T21:49:58.800+00:00|1030792154182|1030792154179
2012-09-03T16:01:14.068+00:00|1030792154183|1030792154180
2012-09-02T15:43:25.510+00:00|1030792154184|1030792154179
2012-09-02T18:56:58.487+00:00|1030792154185|1030792154179
2012-09-02T18:54:11.525+00:00|1030792154186|1030792154180
2012-09-02T18:27:28.686+00:00|1030792154187|1030792154177
2012-09-03T19:43:23.133+00:00|1030792154188|1030792154183
2012-09-03T22:00:28.117+00:00|1030792154189|1030792154188
2012-09-01T12:12:07.352+00:00|1030792154210|1030792154209
2012-09-01T15:53:59.339+00:00|1030792154211|1030792154209
2012-09-01T18:44:04.800+00:00|1030792154213|1030792154211
2012-09-01T17:49:11.598+00:00|1030792154215|1030792154209
2012-09-01T23:00:54.721+00:00|1030792154216|1030792154211
2012-09-01T12:18:22.148+00:00|1030792154217|1030792154210
2012-09-01T16:32:10.551+00:00|1030792154218|1030792154214
2012-09-01T20:17:22.203+00:00|1030792154219|1030792154209
2012-09-02T08:14:29.408+00:00|1030792154220|1030792154209
2012-09-01T12:14:57.371+00:00|1030792154221|1030792154210
2012-09-02T11:11:29.094+00:00|1030792154222|1030792154210
2012-02-22T01:34:04.772+00:00|824633724021|824633724018
2012-02-22T14:08:05.703+00:00|824633724022|824633724021
2012-02-21T16:42:58.632+00:00|824633724023|824633724019
2012-02-22T03:42:48.008+00:00|824633724024|824633724021
2012-02-21T17:35:30.542+00:00|824633724025|824633724019
2012-02-22T07:14:12.796+00:00|824633724026|824633724021
2012-02-22T01:56:39.810+00:00|824633724028|824633724018
2012-02-22T14:15:03.897+00:00|824633724029|824633724028
2012-02-22T16:49:45.748+00:00|824633724030|824633724021
2012-02-21T15:01:30.341+00:00|824633724038|824633724037
2012-02-21T13:29:56.356+00:00|824633724039|824633724037
2012-02-21T18:05:27.937+00:00|824633724040|824633724037
2012-02-21T22:13:01.296+00:00|824633724041|824633724037
2012-02-21T12:42:18.387+00:00|824633724043|824633724037
2012-02-22T05:50:50.112+00:00|824633724044|824633724036
2012-02-22T03:43:28.198+00:00|824633724045|824633724036
2012-02-22T21:49:58.761+00:00|824633724058|824633724056
2012-02-22T18:57:48.019+00:00|824633724059|824633724055
2012-02-22T15:10:39.902+00:00|824633724060|824633724055
2012-02-23T14:26:48.450+00:00|824633724070|824633724069
2012-02-22T17:44:32.204+00:00|824633724071|824633724069
2012-08-15T14:11:11.814+00:00|1030792154883|1030792154882
2012-08-15T20:32:13.688+00:00|1030792154886|1030792154882
2012-08-15T17:51:20.220+00:00|1030792154889|1030792154882
2012-08-15T13:53:09.278+00:00|1030792154890|1030792154882
2012-08-15T20:42:19.245+00:00|1030792154891|1030792154889
2012-08-15T17:04:26.485+00:00|1030792154893|1030792154887
2012-08-15T15:10:37.337+00:00|1030792154895|1030792154894
2012-04-16T21:08:49.409+00:00|893353201428|893353201426
2012-04-17T09:47:55.570+00:00|893353201429|893353201426
2012-04-17T09:51:53.290+00:00|893353201435|893353201433
2012-04-16T11:52:28.329+00:00|893353201436|893353201433
2012-04-17T11:04:19.858+00:00|893353201437|893353201435
2012-04-17T17:01:50.126+00:00|893353201438|893353201435
2012-04-16T21:09:16.094+00:00|893353201439|893353201428
2012-04-16T20:44:58.078+00:00|893353201440|893353201426
2012-04-18T09:39:57.380+00:00|893353201441|893353201438
2011-11-18T05:19:36.774+00:00|755914247973|755914247972
2011-11-17T11:03:15.454+00:00|755914247974|755914247972
2011-11-17T11:54:06.686+00:00|755914247976|755914247975
2011-11-17T07:51:12.457+00:00|755914247977|755914247972
2011-11-17T12:13:28.648+00:00|755914247980|755914247972
2011-11-17T07:54:27.958+00:00|755914247982|755914247975
2011-11-17T23:21:02.697+00:00|755914247983|755914247972
2011-11-18T02:14:17.431+00:00|755914247984|755914247983
2011-11-17T15:32:53.299+00:00|755914247985|755914247975
2011-11-17T20:14:06.027+00:00|755914247986|755914247975
2012-06-06T11:17:37.054+00:00|962072678203|962072678201
2012-06-05T22:43:40.376+00:00|962072678204|962072678201
2012-06-06T11:17:50.611+00:00|962072678206|962072678203
2012-06-05T18:26:23.510+00:00|962072678207|962072678201
2012-06-06T15:26:12.835+00:00|962072678208|962072678203
2012-06-06T01:53:12.425+00:00|962072678209|962072678201
2012-06-06T16:25:28.448+00:00|962072678210|962072678209
2012-06-06T07:39:25.569+00:00|962072678211|962072678201
2011-12-21T05:57:05.057+00:00|755914248011|755914248006
2011-12-21T00:38:45.723+00:00|755914248012|755914248007
2011-12-21T01:34:29.875+00:00|755914248013|755914248007
2011-12-20T14:33:40.404+00:00|755914248014|755914248006
2011-12-19T23:37:12.774+00:00|755914248020|755914248019
2011-12-20T06:07:57.401+00:00|755914248021|755914248020
2011-12-19T09:47:11.550+00:00|755914248022|755914248018
2011-12-19T20:03:04.608+00:00|755914248024|755914248019
2011-12-20T22:09:49.953+00:00|755914248033|755914248030
2011-12-20T12:48:46.619+00:00|755914248034|755914248030
2011-12-20T15:02:44.840+00:00|755914248037|755914248036
2011-12-20T23:57:43.961+00:00|755914248038|755914248036
2011-12-20T21:19:34.946+00:00|755914248040|755914248036
2011-12-20T22:45:50.012+00:00|755914248042|755914248040
2011-12-20T23:55:57.931+00:00|755914248043|755914248040
2011-12-20T14:43:16.283+00:00|755914248044|755914248036
2011-12-20T17:47:01.524+00:00|755914248050|755914248049
2011-12-20T19:24:30.172+00:00|755914248051|755914248049
2011-12-21T04:36:38.853+00:00|755914248052|755914248051
2011-12-20T21:12:04.575+00:00|755914248053|755914248049
2011-12-19T21:38:24.724+00:00|755914248059|755914248057
2011-12-19T22:15:08.825+00:00|755914248061|755914248057
2011-12-20T05:21:30.181+00:00|755914248062|755914248056
2011-12-20T00:17:41.485+00:00|755914248063|755914248057
2011-12-19T22:43:48.450+00:00|755914248064|755914248057
2012-04-15T01:22:31.219+00:00|893353201835|893353201834
2012-04-15T03:25:07.410+00:00|893353201836|893353201834
2012-04-15T08:13:33.205+00:00|893353201838|893353201834
2012-04-16T00:52:53.007+00:00|893353201839|893353201834
2012-04-15T02:39:23.665+00:00|893353201840|893353201834
2012-04-15T01:46:11.633+00:00|893353201841|893353201834
2012-04-15T06:23:57.743+00:00|893353201842|893353201834
2012-04-15T09:14:11.936+00:00|893353201843|893353201838
2012-04-15T08:22:32.320+00:00|893353201847|893353201842
2012-04-15T00:04:31.321+00:00|893353201848|893353201846
2012-04-25T03:11:25.096+00:00|893353202293|893353202292
2012-04-25T01:49:55.192+00:00|893353202295|893353202292
2012-04-25T17:32:51.669+00:00|893353202296|893353202295
2012-04-25T05:04:06.698+00:00|893353202298|893353202295
2012-04-25T02:43:10.708+00:00|893353202299|893353202295
2012-04-26T01:16:20.179+00:00|893353202300|893353202295
2012-04-25T11:44:36.669+00:00|893353202301|893353202299
2012-04-25T23:08:52.449+00:00|893353202302|893353202301
2012-04-25T08:19:59.587+00:00|893353202303|893353202292
2012-04-25T04:31:45.728+00:00|893353202304|893353202295
2012-08-09T10:15:18.226+00:00|1030792155779|1030792155778
2012-08-09T14:43:42.345+00:00|1030792155780|1030792155778
2012-08-09T17:23:52.371+00:00|1030792155781|1030792155778
2012-08-09T08:17:56.959+00:00|1030792155783|1030792155778
2012-08-09T10:54:44.632+00:00|1030792155785|1030792155784
2012-08-09T13:40:49.510+00:00|1030792155787|1030792155778
2012-08-10T09:17:48.804+00:00|1030792155788|1030792155787
2012-08-09T14:26:53.614+00:00|1030792155790|1030792155787
2012-08-09T03:32:17.204+00:00|1030792155824|1030792155822
2012-08-09T16:51:17.352+00:00|1030792155825|1030792155822
2012-08-08T17:34:47.065+00:00|1030792155826|1030792155822
2012-08-09T01:27:13.277+00:00|1030792155827|1030792155826
2012-07-17T17:58:34.247+00:00|1030792155989|1030792155988
2012-07-18T08:03:39.459+00:00|1030792155990|1030792155988
2012-07-17T18:03:57.939+00:00|1030792155991|1030792155988
2012-07-18T16:55:09.771+00:00|1030792155994|1030792155992
2012-07-18T17:36:36.221+00:00|1030792155996|1030792155992
2012-07-18T16:38:07.248+00:00|1030792155997|1030792155988
2012-07-18T07:59:13.309+00:00|1030792155998|1030792155992
2012-07-19T00:00:39.871+00:00|1030792155999|1030792155992
2012-07-18T09:33:21.580+00:00|1030792156000|1030792155998
2012-07-17T17:58:25.824+00:00|1030792156001|1030792155988
2012-07-18T20:23:53.345+00:00|1030792156003|1030792155998
2012-02-08T02:10:36.264+00:00|824633725953|824633725952
2012-02-08T05:17:25.599+00:00|824633725954|824633725952
2012-02-08T10:57:32.880+00:00|824633725955|824633725952
2012-03-05T08:10:47.515+00:00|824633725966|824633725964
2012-03-05T17:21:17.273+00:00|824633725968|824633725966
2012-03-05T09:14:12.124+00:00|824633725969|824633725966
2012-03-05T08:52:16.369+00:00|824633725971|824633725964
2012-03-05T09:58:56.958+00:00|824633725973|824633725966
2012-03-04T21:29:34.809+00:00|824633725975|824633725972
2012-03-05T00:31:48.417+00:00|824633725976|824633725975
2012-03-04T22:59:10.890+00:00|824633725977|824633725975
2012-03-05T14:13:24.580+00:00|824633725978|824633725974
2012-05-14T22:26:24.963+00:00|962072679513|962072679512
2012-05-15T09:52:29.030+00:00|962072679520|962072679512
2012-05-14T23:33:18.976+00:00|962072679522|962072679512
2012-05-15T15:30:28.641+00:00|962072679523|962072679519
2012-05-14T17:33:15.228+00:00|962072679524|962072679519
2012-05-14T20:21:41.385+00:00|962072679525|962072679524
2012-05-15T19:14:43.781+00:00|962072679526|962072679512
2012-08-23T13:21:23.455+00:00|1030792156331|1030792156329
2012-08-23T19:39:59.794+00:00|1030792156332|1030792156329
2012-08-24T02:28:13.784+00:00|1030792156334|1030792156329
2012-08-24T18:28:31.505+00:00|1030792156336|1030792156333
2012-08-24T16:23:26.904+00:00|1030792156337|1030792156334
2012-08-24T08:45:41.304+00:00|1030792156338|1030792156332
2012-09-10T15:54:14.520+00:00|1099511633330|1099511633329
2012-05-27T14:52:16.706+00:00|962072679873|962072679872
2012-05-27T13:32:56.954+00:00|962072679875|962072679872
2012-05-27T20:45:53.967+00:00|962072679876|962072679875
2012-07-13T21:03:49.122+00:00|1030792156619|1030792156618
2012-05-31T19:11:00.603+00:00|962072679890|962072679888
2012-05-31T14:24:16.801+00:00|962072679892|962072679888
2012-05-31T13:41:53.017+00:00|962072679893|962072679888
2012-05-31T18:17:19.345+00:00|962072679894|962072679891
2012-05-31T09:46:46.501+00:00|962072679896|962072679891
2012-05-31T10:24:20.528+00:00|962072679898|962072679896
2012-05-31T21:33:59.833+00:00|962072679899|962072679888
2012-05-31T13:51:44.028+00:00|962072679900|962072679888
2012-05-31T15:29:31.364+00:00|962072679903|962072679888
2012-05-31T17:58:51.022+00:00|962072679905|962072679903
2012-05-08T11:16:27.316+00:00|893353203174|893353203173
2012-05-08T12:41:38.218+00:00|893353203176|893353203174
2012-05-07T17:42:50.154+00:00|893353203177|893353203175
2012-05-07T17:41:38.828+00:00|893353203178|893353203175
2012-05-07T21:13:39.494+00:00|893353203182|893353203175
2012-05-08T23:22:33.644+00:00|962072679919|893353203179
2012-05-08T11:46:10.763+00:00|893353203184|893353203174
2012-05-08T00:21:53.272+00:00|893353203185|893353203173
2012-05-07T17:42:52.597+00:00|893353203186|893353203175
2012-05-08T00:54:45.513+00:00|893353203187|893353203179
2012-05-09T10:05:33.889+00:00|962072679924|893353203174
2012-08-08T00:28:39.065+00:00|1030792156754|1030792156753
2012-08-08T02:52:30.855+00:00|1030792156759|1030792156753
2012-08-07T04:22:17.907+00:00|1030792156760|1030792156753
2012-08-07T12:50:14.789+00:00|1030792156761|1030792156753
2012-09-12T10:31:20.096+00:00|1099511633517|1099511633516
2012-09-13T00:51:30.317+00:00|1099511633518|1099511633516
2012-08-29T07:21:25.984+00:00|1030792156791|1030792156788
2012-08-29T03:52:50.118+00:00|1030792156792|1030792156788
2012-08-28T18:39:41.076+00:00|1030792156793|1030792156788
2012-08-30T00:36:35.089+00:00|1030792156794|1030792156791
2012-08-30T15:18:56.115+00:00|1030792156795|1030792156794
2012-06-07T15:06:36.188+00:00|962072680064|962072680062
2012-06-07T13:01:01.805+00:00|962072680066|962072680062
2012-06-07T21:15:51.945+00:00|962072680067|962072680062
2012-06-07T17:17:43.781+00:00|962072680068|962072680062
2012-06-08T10:49:28.596+00:00|962072680070|962072680062
2012-06-08T09:59:44.659+00:00|962072680072|962072680062
2012-06-07T12:49:15.715+00:00|962072680075|962072680062
2012-06-06T18:58:50.183+00:00|962072680077|962072680076
2012-06-07T14:38:14.033+00:00|962072680078|962072680062
2012-08-26T13:25:30.379+00:00|1030792156834|1030792156832
2012-08-27T07:29:33.405+00:00|1030792156835|1030792156832
2012-08-26T19:55:44.698+00:00|1030792156836|1030792156832
2012-08-27T09:19:59.684+00:00|1030792156837|1030792156832
2012-08-26T13:30:14.731+00:00|1030792156841|1030792156832
2012-03-29T17:51:34.511+00:00|893353203919|893353203918
