creationDate|Person.id|Comment.id
2011-12-23T05:11:16.287+00:00|4398046511148|755914248024
2011-12-20T13:09:18.935+00:00|6597069766701|755914248024
2011-12-25T19:43:13.024+00:00|8796093022238|755914248024
2011-12-25T13:39:54.161+00:00|10995116277761|755914248024
2011-12-22T07:19:07.178+00:00|15393162788877|755914248024
2011-12-24T17:09:29.961+00:00|24189255811121|755914248024
2011-12-26T06:30:03.077+00:00|16|755914248044
2011-12-24T00:15:06.472+00:00|4398046511148|755914248044
2011-12-20T18:18:14.675+00:00|6597069766701|755914248044
2011-12-23T22:34:16.299+00:00|8796093022238|755914248044
2011-12-20T15:01:07.909+00:00|10995116277761|755914248044
2011-12-22T07:01:37.177+00:00|15393162788877|755914248044
2011-12-21T21:36:04.026+00:00|24189255811121|755914248044
2011-12-26T17:30:12.914+00:00|16|755914248051
2011-12-21T06:27:27.850+00:00|4398046511148|755914248051
2011-12-26T16:48:49.193+00:00|6597069766701|755914248051
2011-12-24T17:03:48.825+00:00|8796093022238|755914248051
2011-12-26T23:10:04.245+00:00|10995116277761|755914248051
2011-12-23T07:29:38.744+00:00|15393162788877|755914248051
2011-12-23T18:37:33.854+00:00|24189255811121|755914248051
2012-04-22T00:06:13.983+00:00|6597069766699|893353201834
2012-07-05T12:35:00.236+00:00|14|962072679666
2012-07-19T02:19:15.822+00:00|26388279066632|1030792156620
2012-09-13T04:44:26.232+00:00|10995116277782|1099511633516
2012-09-12T20:54:41.062+00:00|15393162788912|1099511633516
2012-09-12T07:43:03.728+00:00|8796093022238|1099511633516
2012-09-13T02:04:27.165+00:00|32985348833319|1099511633516
2012-09-13T07:51:12.145+00:00|28587302322180|1099511633516
2012-09-12T21:14:10.710+00:00|33|1099511633516
2012-09-12T23:48:29.430+00:00|24189255811104|1099511633516
2012-09-12T23:09:02.497+00:00|24189255811121|1099511633516
2012-09-13T04:07:29.580+00:00|4398046511148|1099511633516
2012-09-12T07:13:32.573+00:00|14|1099511633516
