creationDate|Post.id|Place.id
2010-07-12T19:40:13.598+00:00|206158430377|92
2010-07-12T19:40:14.598+00:00|206158430378|92
2010-07-12T19:40:15.598+00:00|206158430379|92
2010-07-12T19:40:16.598+00:00|206158430380|92
2010-07-12T19:40:17.598+00:00|206158430381|92
2010-07-12T19:40:18.598+00:00|206158430382|92
2010-07-12T19:40:19.598+00:00|206158430383|92
2010-07-12T19:40:20.598+00:00|206158430384|92
2010-07-12T19:40:21.598+00:00|206158430385|92
2010-07-12T19:40:22.598+00:00|206158430386|82
2010-12-01T00:26:32.736+00:00|343597383859|92
2010-12-01T00:26:33.736+00:00|343597383860|92
2010-12-01T00:26:34.736+00:00|343597383861|92
2010-12-01T00:26:35.736+00:00|343597383862|92
2010-12-01T00:26:36.736+00:00|343597383863|92
2010-12-01T00:26:37.736+00:00|343597383864|92
2010-12-01T00:26:38.736+00:00|343597383865|92
2010-12-01T00:26:39.736+00:00|343597383866|92
2011-03-04T22:23:30.871+00:00|412316860603|92
2011-03-04T22:23:31.871+00:00|412316860604|92
2011-03-04T22:23:32.871+00:00|412316860605|92
2011-03-04T22:23:33.871+00:00|412316860606|92
2011-03-04T22:23:34.871+00:00|412316860607|92
2011-03-04T22:23:35.871+00:00|412316860608|92
2011-03-04T22:23:36.871+00:00|412316860609|92
2011-03-04T22:23:37.871+00:00|412316860610|92
2011-03-04T22:23:38.871+00:00|412316860611|92
2011-03-04T22:23:39.871+00:00|412316860612|92
2011-03-04T22:23:40.871+00:00|412316860613|92
2011-03-04T22:23:41.871+00:00|412316860614|92
2011-03-04T22:23:42.871+00:00|412316860615|92
2011-03-04T22:23:43.871+00:00|412316860616|92
2011-03-04T22:23:44.871+00:00|412316860617|92
2011-03-04T22:23:45.871+00:00|412316860618|92
2011-03-04T22:23:46.871+00:00|412316860619|92
2011-03-04T22:23:47.871+00:00|412316860620|92
2011-03-04T22:23:48.871+00:00|412316860621|92
2011-10-18T16:24:43.318+00:00|687194767566|92
2011-10-18T16:24:44.318+00:00|687194767567|92
2011-10-18T16:24:45.318+00:00|687194767568|92
2011-10-18T16:24:46.318+00:00|687194767569|92
2011-10-18T16:24:47.318+00:00|687194767570|92
2011-10-18T16:24:48.318+00:00|687194767571|92
2011-10-18T16:24:49.318+00:00|687194767572|92
2011-10-18T16:24:50.318+00:00|687194767573|92
2011-10-18T16:24:51.318+00:00|687194767574|92
2011-10-18T16:24:52.318+00:00|687194767575|92
2011-10-18T16:24:53.318+00:00|687194767576|92
2011-10-18T16:24:54.318+00:00|687194767577|92
2011-10-18T16:24:55.318+00:00|687194767578|92
2011-10-18T16:24:56.318+00:00|687194767579|92
2011-10-18T16:24:57.318+00:00|687194767580|92
2010-11-29T21:59:19.791+00:00|343597383909|92
2010-11-29T21:59:20.791+00:00|343597383910|92
2011-04-16T01:35:49.220+00:00|481036337383|92
2011-04-16T01:35:50.220+00:00|481036337384|92
2011-04-16T01:35:51.220+00:00|481036337385|92
2011-04-16T01:35:52.220+00:00|481036337386|92
2011-04-16T01:35:53.220+00:00|481036337387|92
2011-04-16T01:35:54.220+00:00|481036337388|72
2011-04-16T01:35:55.220+00:00|481036337389|92
2011-04-16T01:35:56.220+00:00|481036337390|92
2011-04-16T01:35:57.220+00:00|481036337391|92
2011-04-16T01:35:58.220+00:00|481036337392|92
2011-04-16T01:35:59.220+00:00|481036337393|92
2011-04-16T01:36:00.220+00:00|481036337394|92
2011-04-16T01:36:01.220+00:00|481036337395|92
2011-04-16T01:36:02.220+00:00|481036337396|92
2011-04-16T01:36:03.220+00:00|481036337397|92
2011-04-16T01:36:04.220+00:00|481036337398|92
2011-04-16T01:36:05.220+00:00|481036337399|92
2011-04-16T01:36:06.220+00:00|481036337400|92
2011-04-16T01:36:07.220+00:00|481036337401|92
2012-02-23T00:22:08.629+00:00|824633721082|92
2012-02-23T00:22:09.629+00:00|824633721083|92
2012-02-23T00:22:10.629+00:00|824633721084|92
2012-02-23T00:22:11.629+00:00|824633721085|92
2012-02-23T00:22:12.629+00:00|824633721086|92
2012-02-23T00:22:13.629+00:00|824633721087|92
2012-02-23T00:22:14.629+00:00|824633721088|92
2012-02-23T00:22:15.629+00:00|824633721089|92
2012-02-23T00:22:16.629+00:00|824633721090|92
2011-07-30T03:37:47.228+00:00|618475290883|92
2011-07-30T03:37:48.228+00:00|618475290884|92
2011-07-30T03:37:49.228+00:00|618475290885|92
2011-07-30T03:37:50.228+00:00|618475290886|92
2011-07-30T03:37:51.228+00:00|618475290887|92
2010-04-15T19:15:12.408+00:00|68719477000|92
2010-04-15T19:15:13.408+00:00|68719477001|92
2010-04-15T19:15:14.408+00:00|68719477002|92
2010-04-15T19:15:15.408+00:00|68719477003|92
2010-04-15T19:15:16.408+00:00|68719477004|92
2010-04-15T19:15:17.408+00:00|68719477005|92
2010-04-15T19:15:18.408+00:00|68719477006|92
2010-04-15T19:15:19.408+00:00|68719477007|92
2010-04-15T19:15:20.408+00:00|68719477008|92
2010-04-15T19:15:21.408+00:00|68719477009|92
2010-04-15T19:15:22.408+00:00|68719477010|92
2010-04-15T19:15:23.408+00:00|68719477011|92
2010-04-15T19:15:24.408+00:00|68719477012|92
2010-04-15T19:15:25.408+00:00|68719477013|92
2010-06-24T04:29:13.887+00:00|137438953750|92
2010-06-24T04:29:14.887+00:00|137438953751|92
2010-06-24T04:29:15.887+00:00|137438953752|92
2010-06-24T04:29:16.887+00:00|137438953753|92
2010-06-24T04:29:17.887+00:00|137438953754|92
2010-06-24T04:29:18.887+00:00|137438953755|92
2010-06-24T04:29:19.887+00:00|137438953756|107
2010-06-24T04:29:20.887+00:00|137438953757|92
2010-06-24T04:29:21.887+00:00|137438953758|92
2010-06-24T04:29:22.887+00:00|137438953759|92
2010-06-24T04:29:23.887+00:00|137438953760|92
2010-06-24T04:29:24.887+00:00|137438953761|92
2010-06-24T04:29:25.887+00:00|137438953762|92
2010-06-24T04:29:26.887+00:00|137438953763|48
2010-06-24T04:29:27.887+00:00|137438953764|92
2010-06-24T04:29:28.887+00:00|137438953765|92
2010-06-24T04:29:29.887+00:00|137438953766|92
2010-06-24T04:29:30.887+00:00|137438953767|92
2010-05-11T14:40:29.237+00:00|137438953768|92
2010-05-11T14:40:30.237+00:00|137438953769|92
2010-05-11T14:40:31.237+00:00|137438953770|92
2010-05-11T14:40:32.237+00:00|137438953771|92
2010-05-11T14:40:33.237+00:00|137438953772|92
2010-05-11T14:40:34.237+00:00|137438953773|92
2011-05-23T06:01:17.143+00:00|549755814190|92
2011-05-23T06:01:18.143+00:00|549755814191|92
2012-01-20T18:01:58.397+00:00|824633721136|92
2012-01-20T18:01:59.397+00:00|824633721137|92
2012-01-20T18:02:00.397+00:00|824633721138|92
2012-03-17T20:32:28.144+00:00|893353197875|92
2012-03-17T20:32:29.144+00:00|893353197876|92
2012-03-17T20:32:30.144+00:00|893353197877|92
2012-03-17T20:32:31.144+00:00|893353197878|92
2012-03-17T20:32:32.144+00:00|893353197879|92
2012-03-17T20:32:33.144+00:00|893353197880|92
2012-03-17T20:32:34.144+00:00|893353197881|92
2012-03-17T20:32:35.144+00:00|893353197882|92
2012-03-17T20:32:36.144+00:00|893353197883|92
2012-03-17T20:32:37.144+00:00|893353197884|92
2012-03-17T20:32:38.144+00:00|893353197885|92
2012-03-17T20:32:39.144+00:00|893353197886|92
2011-03-30T09:03:14.785+00:00|481036337471|92
2011-03-30T09:03:15.785+00:00|481036337472|92
2011-03-30T09:03:16.785+00:00|481036337473|92
2011-03-30T09:03:17.785+00:00|481036337474|92
2011-03-30T09:03:18.785+00:00|481036337475|92
2011-03-30T09:03:19.785+00:00|481036337476|92
2011-12-11T15:06:59.776+00:00|755914244421|92
2011-12-11T15:07:00.776+00:00|755914244422|92
2011-12-11T15:07:01.776+00:00|755914244423|35
2011-12-11T15:07:02.776+00:00|755914244424|92
2011-12-11T15:07:03.776+00:00|755914244425|92
2011-12-11T15:07:04.776+00:00|755914244426|92
2011-12-11T15:07:05.776+00:00|755914244427|92
2012-08-03T07:49:48.376+00:00|1030792151372|92
2012-08-03T07:49:49.376+00:00|1030792151373|92
2012-08-03T07:49:50.376+00:00|1030792151374|92
2012-08-03T07:49:51.376+00:00|1030792151375|92
2012-08-03T07:49:52.376+00:00|1030792151376|92
2012-08-03T07:49:53.376+00:00|1030792151377|92
2012-08-03T07:49:54.376+00:00|1030792151378|92
2012-08-03T07:49:55.376+00:00|1030792151379|92
2012-08-03T07:49:56.376+00:00|1030792151380|92
2012-08-03T07:49:57.376+00:00|1030792151381|92
2012-08-03T07:49:58.376+00:00|1030792151382|92
2012-08-03T07:49:59.376+00:00|1030792151383|92
2012-08-03T07:50:00.376+00:00|1030792151384|92
2012-08-03T07:50:01.376+00:00|1030792151385|92
2012-08-03T07:50:02.376+00:00|1030792151386|92
2012-04-22T04:34:11.452+00:00|893353197915|92
2012-04-22T04:34:12.452+00:00|893353197916|92
2012-04-22T04:34:13.452+00:00|893353197917|92
2012-04-22T04:34:14.452+00:00|893353197918|92
2012-04-22T04:34:15.452+00:00|893353197919|92
2012-04-22T04:34:16.452+00:00|893353197920|92
2012-04-22T04:34:17.452+00:00|893353197921|92
2012-04-22T04:34:18.452+00:00|893353197922|92
2012-04-22T04:34:19.452+00:00|893353197923|92
2012-04-22T04:34:20.452+00:00|893353197924|92
2012-04-22T04:34:21.452+00:00|893353197925|92
2012-04-22T04:34:22.452+00:00|893353197926|92
2012-04-22T04:34:23.452+00:00|893353197927|92
2012-04-22T04:34:24.452+00:00|893353197928|92
2012-04-22T04:34:25.452+00:00|893353197929|92
2012-04-22T04:34:26.452+00:00|893353197930|92
2012-04-22T04:34:27.452+00:00|893353197931|92
2012-04-22T04:34:28.452+00:00|893353197932|92
2012-04-22T04:34:29.452+00:00|893353197933|92
2012-04-22T04:34:30.452+00:00|893353197934|92
2011-07-10T15:36:51.808+00:00|618475290991|92
2011-07-10T15:36:52.808+00:00|618475290992|92
2012-08-29T16:42:48.593+00:00|1030792151409|92
2012-08-29T16:42:49.593+00:00|1030792151410|92
2012-08-29T16:42:50.593+00:00|1030792151411|92
2012-08-29T16:42:51.593+00:00|1030792151412|92
2012-08-29T16:42:52.593+00:00|1030792151413|92
2012-08-29T16:42:53.593+00:00|1030792151414|92
2012-08-29T16:42:54.593+00:00|1030792151415|92
2012-08-29T16:42:55.593+00:00|1030792151416|92
2012-08-29T16:42:56.593+00:00|1030792151417|92
2012-08-29T16:42:57.593+00:00|1030792151418|92
2012-08-29T16:42:58.593+00:00|1030792151419|92
2012-08-29T16:42:59.593+00:00|1030792151420|92
2012-08-29T16:43:00.593+00:00|1030792151421|92
2012-08-29T16:43:01.593+00:00|1030792151422|92
2012-09-08T07:58:20.944+00:00|1030792151423|92
2012-09-08T07:58:21.944+00:00|1030792151424|92
2012-09-08T07:58:22.944+00:00|1030792151425|92
2012-09-08T07:58:23.944+00:00|1030792151426|92
2012-09-08T07:58:24.944+00:00|1030792151427|92
2012-09-08T07:58:25.944+00:00|1030792151428|92
2012-09-08T07:58:26.944+00:00|1030792151429|92
2012-09-08T07:58:27.944+00:00|1030792151430|92
2012-09-08T07:58:28.944+00:00|1030792151431|92
2012-09-08T07:58:29.944+00:00|1030792151432|92
2012-09-08T07:58:30.944+00:00|1030792151433|92
2012-09-08T07:58:31.944+00:00|1030792151434|92
2012-09-08T07:58:32.944+00:00|1030792151435|92
2012-09-08T07:58:33.944+00:00|1030792151436|92
2012-09-08T07:58:34.944+00:00|1030792151437|92
2012-09-08T07:58:35.944+00:00|1030792151438|92
2012-09-08T07:58:36.944+00:00|1030792151439|92
2012-09-08T07:58:37.944+00:00|1030792151440|92
2012-09-08T07:58:38.944+00:00|1030792151441|92
2011-08-09T11:45:30.113+00:00|618475291026|92
2011-08-09T11:45:31.113+00:00|618475291027|55
2011-08-09T11:45:32.113+00:00|618475291028|92
2011-08-09T11:45:33.113+00:00|618475291029|92
2011-08-09T11:45:34.113+00:00|618475291030|92
2011-08-09T11:45:35.113+00:00|618475291031|92
2011-08-09T11:45:36.113+00:00|618475291032|92
2011-08-09T11:45:37.113+00:00|618475291033|92
2011-08-09T11:45:38.113+00:00|618475291034|92
2011-08-09T11:45:39.113+00:00|618475291035|92
2011-03-13T14:23:05.931+00:00|481036337564|92
2011-03-13T14:23:06.931+00:00|481036337565|92
2011-03-13T14:23:07.931+00:00|481036337566|92
2011-03-13T14:23:08.931+00:00|481036337567|92
2010-06-22T06:17:24.975+00:00|137438953888|92
2010-06-22T06:17:25.975+00:00|137438953889|69
2010-06-22T06:17:26.975+00:00|137438953890|92
2010-06-22T06:17:27.975+00:00|137438953891|92
2010-06-22T06:17:28.975+00:00|137438953892|92
2010-06-22T06:17:29.975+00:00|137438953893|92
2010-06-22T06:17:30.975+00:00|137438953894|39
2010-06-22T06:17:31.975+00:00|137438953895|92
2010-06-22T06:17:32.975+00:00|137438953896|92
2010-06-22T06:17:33.975+00:00|137438953897|92
2010-06-22T06:17:34.975+00:00|137438953898|92
2010-06-22T06:17:35.975+00:00|137438953899|92
2010-06-22T06:17:36.975+00:00|137438953900|92
2010-06-22T06:17:37.975+00:00|137438953901|92
2010-06-22T06:17:38.975+00:00|137438953902|92
2010-06-22T06:17:39.975+00:00|137438953903|92
2010-06-22T06:17:40.975+00:00|137438953904|92
2010-11-14T23:07:58.147+00:00|343597384113|92
2010-11-14T23:07:59.147+00:00|343597384114|92
2010-11-14T23:08:00.147+00:00|343597384115|92
2010-11-14T23:08:01.147+00:00|343597384116|92
2010-11-14T23:08:02.147+00:00|343597384117|92
2010-11-14T23:08:03.147+00:00|343597384118|92
2010-11-14T23:08:04.147+00:00|343597384119|92
2010-11-14T23:08:05.147+00:00|343597384120|92
2010-11-14T23:08:06.147+00:00|343597384121|92
2010-11-14T23:08:07.147+00:00|343597384122|92
2010-11-14T23:08:08.147+00:00|343597384123|92
2010-11-14T23:08:09.147+00:00|343597384124|92
2010-11-14T23:08:10.147+00:00|343597384125|92
2010-11-14T23:08:11.147+00:00|343597384126|92
2010-11-14T23:08:12.147+00:00|343597384127|92
2010-11-14T23:08:13.147+00:00|343597384128|92
2010-11-14T23:08:14.147+00:00|343597384129|92
2010-11-14T23:08:15.147+00:00|343597384130|92
2010-11-14T23:08:16.147+00:00|343597384131|92
2010-11-14T23:08:17.147+00:00|343597384132|92
2010-12-25T03:13:55.488+00:00|343597384133|92
2010-12-25T03:13:56.488+00:00|343597384134|92
2010-12-25T03:13:57.488+00:00|343597384135|92
2010-12-25T03:13:58.488+00:00|343597384136|92
2010-12-25T03:13:59.488+00:00|343597384137|92
2010-12-25T03:14:00.488+00:00|343597384138|92
2010-12-25T03:14:01.488+00:00|343597384139|92
2010-05-15T21:53:11.622+00:00|137438953932|92
2010-05-15T21:53:12.622+00:00|137438953933|92
2010-05-15T21:53:13.622+00:00|137438953934|92
2010-05-15T21:53:14.622+00:00|137438953935|92
2010-05-15T21:53:15.622+00:00|137438953936|92
2010-05-15T21:53:16.622+00:00|137438953937|92
2010-05-15T21:53:17.622+00:00|137438953938|92
2010-05-15T21:53:18.622+00:00|137438953939|20
2010-05-15T21:53:19.622+00:00|137438953940|92
2010-05-15T21:53:20.622+00:00|137438953941|92
2010-06-27T09:50:46.718+00:00|137438953942|92
2010-06-27T09:50:47.718+00:00|137438953943|92
2010-06-27T09:50:48.718+00:00|137438953944|92
2010-06-27T09:50:49.718+00:00|137438953945|92
2010-06-27T09:50:50.718+00:00|137438953946|39
2010-06-27T09:50:51.718+00:00|137438953947|92
2011-03-31T01:27:05.402+00:00|481036337628|92
2011-01-28T04:20:50.627+00:00|412316860893|92
2011-01-28T04:20:51.627+00:00|412316860894|92
2011-01-28T04:20:52.627+00:00|412316860895|92
2011-01-28T04:20:53.627+00:00|412316860896|92
2011-10-29T08:52:02.173+00:00|687194767841|92
2011-10-29T08:52:03.173+00:00|687194767842|92
2011-10-29T08:52:04.173+00:00|687194767843|92
2011-10-29T08:52:05.173+00:00|687194767844|92
2011-10-29T08:52:06.173+00:00|687194767845|92
2011-10-29T08:52:07.173+00:00|687194767846|92
2011-10-29T08:52:08.173+00:00|687194767847|92
2011-10-29T08:52:09.173+00:00|687194767848|92
2011-10-29T08:52:10.173+00:00|687194767849|92
2011-10-29T08:52:11.173+00:00|687194767850|92
2011-10-29T08:52:12.173+00:00|687194767851|92
2011-10-29T08:52:13.173+00:00|687194767852|92
2011-10-29T08:52:14.173+00:00|687194767853|92
2011-10-29T08:52:15.173+00:00|687194767854|92
2011-10-29T08:52:16.173+00:00|687194767855|92
2011-10-29T08:52:17.173+00:00|687194767856|92
2011-10-29T08:52:18.173+00:00|687194767857|92
2011-08-22T05:11:13.331+00:00|618475291122|92
2011-08-22T05:11:14.331+00:00|618475291123|92
2011-08-22T05:11:15.331+00:00|618475291124|92
2011-08-22T05:11:16.331+00:00|618475291125|92
2011-08-22T05:11:17.331+00:00|618475291126|92
2011-08-22T05:11:18.331+00:00|618475291127|92
2011-08-22T05:11:19.331+00:00|618475291128|92
2011-08-22T05:11:20.331+00:00|618475291129|92
2011-08-22T05:11:21.331+00:00|618475291130|92
2011-08-22T05:11:22.331+00:00|618475291131|92
2011-08-22T05:11:23.331+00:00|618475291132|92
2011-08-22T05:11:24.331+00:00|618475291133|92
2011-08-22T05:11:25.331+00:00|618475291134|92
2011-08-22T05:11:26.331+00:00|618475291135|92
2011-08-22T05:11:27.331+00:00|618475291136|92
2011-08-22T05:11:28.331+00:00|618475291137|92
2011-08-22T05:11:29.331+00:00|618475291138|92
2011-08-22T05:11:30.331+00:00|618475291139|92
2011-08-22T05:11:31.331+00:00|618475291140|92
2012-08-31T18:23:14.296+00:00|1030792151557|48
2012-08-23T20:06:47.803+00:00|1030792151574|48
2012-07-02T06:07:43.677+00:00|962072674855|48
2012-07-30T21:50:54.860+00:00|1030792151608|48
2012-07-30T21:50:55.860+00:00|1030792151609|48
2012-07-30T21:50:56.860+00:00|1030792151610|48
2012-07-30T21:50:57.860+00:00|1030792151611|48
2012-06-28T07:41:35.550+00:00|962072674876|35
2012-06-28T07:41:36.550+00:00|962072674877|48
2012-06-28T07:41:37.550+00:00|962072674878|39
2012-06-28T07:41:38.550+00:00|962072674879|48
2012-06-28T07:41:39.550+00:00|962072674880|48
2012-06-28T07:41:40.550+00:00|962072674881|48
2012-06-28T07:41:41.550+00:00|962072674882|48
2012-06-28T07:41:42.550+00:00|962072674883|48
2012-06-28T07:41:43.550+00:00|962072674884|48
2012-06-28T07:41:44.550+00:00|962072674885|48
2012-06-28T07:41:45.550+00:00|962072674886|48
2012-06-28T07:41:46.550+00:00|962072674887|48
2012-06-28T07:41:47.550+00:00|962072674888|48
2012-06-28T07:41:48.550+00:00|962072674889|48
2012-06-28T07:41:49.550+00:00|962072674890|48
2012-06-28T07:41:50.550+00:00|962072674891|48
2012-08-14T01:50:03.544+00:00|1030792151631|48
2012-08-14T01:50:04.544+00:00|1030792151632|48
2012-08-14T01:50:05.544+00:00|1030792151633|46
2012-08-14T01:50:06.544+00:00|1030792151634|48
2012-08-14T01:50:07.544+00:00|1030792151635|48
2012-08-14T01:50:08.544+00:00|1030792151636|48
2012-08-14T01:50:09.544+00:00|1030792151637|48
2012-08-14T01:50:10.544+00:00|1030792151638|48
2012-08-14T01:50:11.544+00:00|1030792151639|48
2012-08-14T01:50:12.544+00:00|1030792151640|48
2012-08-14T01:50:13.544+00:00|1030792151641|48
2012-08-14T01:50:14.544+00:00|1030792151642|48
2012-08-14T01:50:15.544+00:00|1030792151643|48
2012-07-06T17:44:44.897+00:00|962072674908|48
2012-07-06T17:44:45.897+00:00|962072674909|48
2012-07-06T17:44:46.897+00:00|962072674910|48
2012-07-06T17:44:47.897+00:00|962072674911|48
2012-07-06T17:44:48.897+00:00|962072674912|48
2012-07-06T17:44:49.897+00:00|962072674913|48
2012-07-06T17:44:50.897+00:00|962072674914|48
2012-07-06T17:44:51.897+00:00|962072674915|48
2012-07-06T17:44:52.897+00:00|962072674916|48
2012-07-06T17:44:53.897+00:00|962072674917|48
2012-07-06T17:44:54.897+00:00|962072674918|48
2012-07-06T17:44:55.897+00:00|962072674919|48
2012-07-06T17:44:56.897+00:00|962072674920|48
2012-07-06T17:44:57.897+00:00|962072674921|48
2012-07-06T17:44:58.897+00:00|962072674922|48
2012-06-19T18:37:43.527+00:00|962072674923|89
2012-06-19T18:37:44.527+00:00|962072674924|48
2012-06-19T18:37:45.527+00:00|962072674925|48
2012-06-19T18:37:46.527+00:00|962072674926|50
2012-06-19T18:37:47.527+00:00|962072674927|48
2012-06-19T18:37:48.527+00:00|962072674928|48
2012-06-19T18:37:49.527+00:00|962072674929|48
2012-06-19T18:37:50.527+00:00|962072674930|48
2012-06-19T18:37:51.527+00:00|962072674931|48
2012-06-19T18:37:52.527+00:00|962072674932|48
2012-06-19T18:37:53.527+00:00|962072674933|48
2012-06-19T18:37:54.527+00:00|962072674934|48
2012-06-19T18:37:55.527+00:00|962072674935|48
2012-06-19T18:37:56.527+00:00|962072674936|48
2012-06-19T18:37:57.527+00:00|962072674937|48
2012-07-26T19:52:33.924+00:00|1030792151674|48
2012-07-26T19:52:34.924+00:00|1030792151675|48
2012-07-26T19:52:35.924+00:00|1030792151676|48
2012-07-26T19:52:36.924+00:00|1030792151677|48
2012-07-26T19:52:37.924+00:00|1030792151678|48
2012-07-26T19:52:38.924+00:00|1030792151679|48
2012-07-26T19:52:39.924+00:00|1030792151680|48
2012-07-26T19:52:40.924+00:00|1030792151681|43
2012-07-26T19:52:41.924+00:00|1030792151682|48
2012-07-26T19:52:42.924+00:00|1030792151683|48
2012-07-26T19:52:43.924+00:00|1030792151684|48
2012-07-26T19:52:44.924+00:00|1030792151685|48
2012-07-26T19:52:45.924+00:00|1030792151686|48
2012-07-26T19:52:46.924+00:00|1030792151687|48
2012-07-26T19:52:47.924+00:00|1030792151688|48
