id:ID(Place)|:LABEL
268|City
269|City
270|City
271|City
272|City
273|City
274|City
275|City
276|City
277|City
278|City
279|City
280|City
281|City
282|City
283|City
284|City
285|City
286|City
287|City
288|City
289|City
290|City
291|City
292|City
293|City
294|City
295|City
296|City
297|City
298|City
299|City
300|City
301|City
302|City
303|City
304|City
305|City
306|City
307|City
308|City
309|City
310|City
311|City
312|City
313|City
314|City
315|City
316|City
317|City
318|City
319|City
320|City
321|City
322|City
323|City
324|City
325|City
326|City
327|City
328|City
329|City
330|City
331|City
332|City
333|City
334|City
335|City
336|City
337|City
338|City
339|City
340|City
341|City
342|City
343|City
344|City
345|City
346|City
347|City
348|City
349|City
350|City
351|City
352|City
353|City
354|City
355|City
356|City
357|City
358|City
359|City
360|City
361|City
362|City
363|City
364|City
365|City
366|City
367|City
368|City
369|City
370|City
371|City
372|City
373|City
374|City
375|City
376|City
377|City
378|City
379|City
380|City
381|City
382|City
383|City
384|City
385|City
386|City
387|City
388|City
389|City
390|City
391|City
392|City
393|City
394|City
395|City
396|City
397|City
398|City
399|City
400|City
401|City
402|City
403|City
404|City
405|City
406|City
407|City
408|City
409|City
410|City
411|City
412|City
413|City
414|City
415|City
416|City
417|City
418|City
419|City
420|City
421|City
422|City
423|City
424|City
425|City
426|City
427|City
428|City
429|City
430|City
431|City
432|City
433|City
434|City
435|City
436|City
437|City
438|City
439|City
440|City
441|City
442|City
443|City
444|City
445|City
446|City
447|City
448|City
449|City
450|City
451|City
452|City
453|City
454|City
455|City
456|City
457|City
458|City
459|City
460|City
461|City
462|City
463|City
464|City
465|City
466|City
467|City
468|City
469|City
470|City
471|City
472|City
473|City
474|City
475|City
476|City
477|City
478|City
479|City
480|City
481|City
482|City
483|City
484|City
485|City
486|City
487|City
488|City
489|City
490|City
491|City
492|City
493|City
494|City
495|City
496|City
497|City
498|City
499|City
500|City
501|City
502|City
503|City
504|City
505|City
506|City
507|City
508|City
509|City
510|City
511|City
512|City
513|City
514|City
515|City
516|City
517|City
518|City
519|City
520|City
521|City
522|City
523|City
524|City
525|City
526|City
527|City
528|City
529|City
530|City
531|City
532|City
533|City
534|City
535|City
536|City
537|City
538|City
539|City
540|City
541|City
542|City
543|City
544|City
545|City
546|City
547|City
548|City
549|City
550|City
551|City
552|City
553|City
554|City
555|City
556|City
557|City
558|City
559|City
560|City
561|City
562|City
563|City
564|City
565|City
566|City
567|City
568|City
569|City
570|City
571|City
572|City
573|City
574|City
575|City
576|City
577|City
578|City
579|City
580|City
581|City
582|City
583|City
584|City
585|City
586|City
587|City
588|City
589|City
590|City
591|City
592|City
593|City
594|City
595|City
596|City
597|City
598|City
599|City
600|City
601|City
602|City
603|City
604|City
605|City
606|City
607|City
608|City
609|City
610|City
611|City
612|City
613|City
614|City
615|City
616|City
617|City
618|City
619|City
620|City
621|City
622|City
623|City
624|City
625|City
626|City
627|City
628|City
629|City
630|City
631|City
632|City
633|City
634|City
635|City
636|City
637|City
638|City
639|City
640|City
641|City
642|City
643|City
644|City
645|City
646|City
647|City
648|City
649|City
650|City
651|City
652|City
653|City
654|City
655|City
656|City
657|City
658|City
659|City
660|City
661|City
662|City
663|City
664|City
665|City
666|City
667|City
668|City
669|City
670|City
671|City
672|City
673|City
674|City
675|City
676|City
677|City
678|City
679|City
680|City
681|City
682|City
683|City
684|City
685|City
686|City
687|City
688|City
689|City
690|City
691|City
692|City
693|City
694|City
695|City
696|City
697|City
698|City
699|City
700|City
701|City
702|City
703|City
704|City
705|City
706|City
707|City
708|City
709|City
710|City
711|City
712|City
713|City
714|City
715|City
716|City
717|City
718|City
719|City
720|City
721|City
722|City
723|City
724|City
725|City
726|City
727|City
728|City
729|City
730|City
731|City
732|City
733|City
734|City
735|City
736|City
737|City
738|City
739|City
740|City
741|City
742|City
743|City
744|City
745|City
746|City
747|City
748|City
749|City
750|City
751|City
752|City
753|City
754|City
755|City
756|City
757|City
758|City
759|City
760|City
761|City
762|City
763|City
764|City
765|City
766|City
767|City
768|City
769|City
770|City
771|City
772|City
773|City
774|City
775|City
776|City
777|City
778|City
779|City
780|City
781|City
782|City
783|City
784|City
785|City
786|City
787|City
788|City
789|City
790|City
791|City
792|City
793|City
794|City
795|City
796|City
797|City
798|City
799|City
800|City
801|City
802|City
803|City
804|City
805|City
806|City
807|City
808|City
809|City
810|City
811|City
812|City
813|City
814|City
815|City
816|City
817|City
818|City
819|City
820|City
821|City
822|City
823|City
824|City
825|City
826|City
827|City
828|City
829|City
830|City
831|City
832|City
833|City
834|City
835|City
836|City
837|City
838|City
839|City
840|City
841|City
842|City
843|City
844|City
845|City
846|City
847|City
848|City
849|City
850|City
851|City
852|City
853|City
854|City
855|City
856|City
857|City
858|City
859|City
860|City
861|City
862|City
863|City
864|City
865|City
866|City
867|City
868|City
869|City
870|City
871|City
872|City
873|City
874|City
875|City
876|City
877|City
878|City
879|City
880|City
881|City
882|City
883|City
884|City
885|City
886|City
887|City
888|City
889|City
890|City
891|City
892|City
893|City
894|City
895|City
896|City
897|City
898|City
899|City
900|City
901|City
902|City
903|City
904|City
905|City
906|City
907|City
908|City
909|City
910|City
911|City
912|City
913|City
914|City
915|City
916|City
917|City
918|City
919|City
920|City
921|City
922|City
923|City
924|City
925|City
926|City
927|City
928|City
929|City
930|City
931|City
932|City
933|City
934|City
935|City
936|City
937|City
938|City
939|City
940|City
941|City
942|City
943|City
944|City
945|City
946|City
947|City
948|City
949|City
950|City
951|City
952|City
953|City
954|City
955|City
956|City
957|City
958|City
959|City
960|City
961|City
962|City
963|City
964|City
965|City
966|City
967|City
968|City
969|City
970|City
971|City
972|City
973|City
974|City
975|City
976|City
977|City
978|City
979|City
980|City
981|City
982|City
983|City
984|City
985|City
986|City
987|City
988|City
989|City
990|City
991|City
992|City
993|City
994|City
995|City
996|City
997|City
998|City
999|City
1000|City
1001|City
1002|City
1003|City
1004|City
1005|City
1006|City
1007|City
1008|City
1009|City
1010|City
1011|City
1012|City
1013|City
1014|City
1015|City
1016|City
1017|City
1018|City
1019|City
1020|City
1021|City
1022|City
1023|City
1024|City
1025|City
1026|City
1027|City
1028|City
1029|City
1030|City
1031|City
1032|City
1033|City
1034|City
1035|City
1036|City
1037|City
1038|City
1039|City
1040|City
1041|City
1042|City
1043|City
1044|City
1045|City
1046|City
1047|City
1048|City
1049|City
1050|City
1051|City
1052|City
1053|City
1054|City
1055|City
1056|City
1057|City
1058|City
1059|City
1060|City
1061|City
1062|City
1063|City
1064|City
1065|City
1066|City
1067|City
1068|City
1069|City
1070|City
1071|City
1072|City
1073|City
1074|City
1075|City
1076|City
1077|City
1078|City
1079|City
1080|City
1081|City
1082|City
1083|City
1084|City
1085|City
1086|City
1087|City
1088|City
1089|City
1090|City
1091|City
1092|City
1093|City
1094|City
1095|City
1096|City
1097|City
1098|City
1099|City
1100|City
1101|City
1102|City
1103|City
1104|City
1105|City
1106|City
1107|City
1108|City
1109|City
1110|City
1111|City
1112|City
1113|City
1114|City
1115|City
1116|City
1117|City
1118|City
1119|City
1120|City
1121|City
1122|City
1123|City
1124|City
1125|City
1126|City
1127|City
1128|City
1129|City
1130|City
1131|City
1132|City
1133|City
1134|City
1135|City
1136|City
1137|City
1138|City
1139|City
1140|City
1141|City
1142|City
1143|City
1144|City
1145|City
1146|City
1147|City
1148|City
1149|City
1150|City
1151|City
1152|City
1153|City
1154|City
1155|City
1156|City
1157|City
1158|City
1159|City
1160|City
1161|City
1162|City
1163|City
1164|City
1165|City
1166|City
1167|City
1168|City
1169|City
1170|City
1171|City
1172|City
1173|City
1174|City
1175|City
1176|City
1177|City
1178|City
1179|City
1180|City
1181|City
1182|City
1183|City
1184|City
1185|City
1186|City
1187|City
1188|City
1189|City
1190|City
1191|City
1192|City
1193|City
1194|City
1195|City
1196|City
1197|City
1198|City
1199|City
1200|City
1201|City
1202|City
1203|City
1204|City
1205|City
1206|City
1207|City
1208|City
1209|City
1210|City
1211|City
1212|City
1213|City
1214|City
1215|City
1216|City
1217|City
1218|City
1219|City
1220|City
1221|City
1222|City
1223|City
1224|City
1225|City
1226|City
1227|City
1228|City
1229|City
1230|City
1231|City
1232|City
1233|City
1234|City
1235|City
1236|City
1237|City
1238|City
1239|City
1240|City
1241|City
1242|City
1243|City
1244|City
1245|City
1246|City
1247|City
1248|City
1249|City
1250|City
1251|City
1252|City
1253|City
1254|City
1255|City
1256|City
1257|City
1258|City
1259|City
1260|City
1261|City
1262|City
1263|City
1264|City
1265|City
1266|City
1267|City
1268|City
1269|City
1270|City
1271|City
1272|City
1273|City
1274|City
1275|City
1276|City
1277|City
1278|City
1279|City
1280|City
1281|City
1282|City
1283|City
1284|City
1285|City
1286|City
1287|City
1288|City
1289|City
1290|City
1291|City
1292|City
1293|City
1294|City
1295|City
1296|City
1297|City
1298|City
1299|City
1300|City
1301|City
1302|City
1303|City
1304|City
1305|City
1306|City
1307|City
1308|City
1309|City
1310|City
1311|City
1312|City
1313|City
1314|City
1315|City
1316|City
1317|City
1318|City
1319|City
1320|City
1321|City
1322|City
1323|City
1324|City
1325|City
1326|City
1327|City
1328|City
1329|City
1330|City
1331|City
1332|City
1333|City
1334|City
1335|City
1336|City
1337|City
1338|City
1339|City
1340|City
1341|City
1342|City
1343|City
1344|City
1345|City
1346|City
1347|City
1348|City
1349|City
1350|City
1351|City
1352|City
1353|City
1354|City
1355|City
1356|City
1357|City
1358|City
1359|City
1360|City
1361|City
1362|City
1363|City
1364|City
1365|City
1366|City
1367|City
1368|City
1369|City
1370|City
1371|City
1372|City
1373|City
1374|City
1375|City
1376|City
1377|City
1378|City
1379|City
1380|City
1381|City
1382|City
1383|City
1384|City
1385|City
1386|City
1387|City
1388|City
1389|City
1390|City
1391|City
1392|City
1393|City
1394|City
1395|City
1396|City
1397|City
1398|City
1399|City
1400|City
1401|City
1402|City
1403|City
1404|City
1405|City
1406|City
1407|City
1408|City
1409|City
1410|City
1411|City
1412|City
1413|City
1414|City
1415|City
1416|City
1417|City
1418|City
1419|City
1420|City
1421|City
1422|City
1423|City
1424|City
1425|City
1426|City
1427|City
1428|City
1429|City
1430|City
1431|City
1432|City
1433|City
1434|City
1435|City
1436|City
1437|City
1438|City
1439|City
1440|City
1441|City
1442|City
1443|City
1444|City
1445|City
1446|City
1447|City
1448|City
1449|City
1450|City
1451|City
1452|City
1453|City
1454|Continent
1455|Continent
1456|Continent
1457|Continent
1458|Continent
1459|Continent
