:START_ID(Forum)|:END_ID(Tag)
1099511627847|7522
962072674376|15036
1168231104585|2899
481036337226|10241
1099511627851|2989
893353197644|2848
962072674381|2989
1099511627854|5766
824633720911|2007
1099511627856|6817
1168231104593|12646
755914244178|12976
824633720915|3018
618475290708|6740
618475290709|11919
893353197654|13163
618475290711|13775
549755813976|291
549755813976|470
549755813976|973
549755813976|974
549755813976|1023
549755813976|1175
549755813976|1398
549755813976|1532
549755813976|1749
549755813976|1763
549755813976|1985
549755813976|1986
549755813976|1992
549755813976|2114
549755813976|2777
549755813976|2785
549755813976|2789
549755813976|2791
549755813976|2793
549755813976|2864
549755813976|2895
549755813976|2942
549755813976|2959
549755813976|2979
549755813976|2984
549755813976|2991
549755813976|2998
549755813976|3005
549755813976|3013
549755813976|3025
549755813976|3027
549755813976|3046
549755813976|5114
549755813976|5192
549755813976|6340
549755813976|6383
549755813976|6740
549755813976|6980
549755813976|6987
549755813976|7522
549755813976|9638
549755813976|10449
549755813976|10513
549755813976|11824
687194767449|7522
1099511627866|7522
755914244187|3025
618475290716|1763
824633720925|973
618475290718|2777
618475290719|973
687194767456|1985
1030792151137|973
824633720930|1749
1030792151139|3046
824633720932|2793
687194767461|2114
824633720934|3046
893353197671|1763
1030792151144|1749
755914244201|2959
1030792151146|11824
1099511627883|1410
343597383788|9
343597383788|139
343597383788|146
343597383788|416
343597383788|472
343597383788|576
343597383788|578
343597383788|585
343597383788|774
343597383788|778
343597383788|779
343597383788|975
343597383788|978
343597383788|1170
343597383788|1172
343597383788|1181
343597383788|1440
343597383788|1673
343597383788|1989
343597383788|2003
343597383788|2005
343597383788|2010
343597383788|2029
343597383788|2041
343597383788|2043
343597383788|2056
343597383788|2058
343597383788|2080
343597383788|2088
343597383788|2106
343597383788|2107
343597383788|2781
343597383788|2786
343597383788|2792
343597383788|2794
343597383788|2798
343597383788|2801
343597383788|2809
343597383788|2810
343597383788|2823
343597383788|2844
343597383788|2849
343597383788|2854
343597383788|2864
343597383788|2871
343597383788|2889
343597383788|2905
343597383788|2907
343597383788|2930
343597383788|2938
343597383788|2986
343597383788|2997
343597383788|3009
343597383788|3023
343597383788|3024
343597383788|3028
343597383788|3047
343597383788|3053
343597383788|5078
343597383788|5449
343597383788|6405
343597383788|6449
343597383788|6623
343597383788|6989
343597383788|7031
343597383788|7212
343597383788|7396
343597383788|7509
343597383788|7514
343597383788|7597
343597383788|9058
343597383788|9141
343597383788|9209
343597383788|9244
343597383788|12296
343597383788|13796
343597383788|13816
755914244205|2010
343597383790|3009
412316860527|3028
1030792151152|146
824633720945|1181
1030792151154|2058
412316860531|7597
618475290740|2106
893353197685|1172
1099511627894|12296
824633720951|1181
1099511627896|146
755914244217|2849
1168231104634|3047
893353197691|2907
962072674428|2003
1030792151165|2844
755914244222|2080
1099511627903|1172
412316860544|5449
481036337281|9244
481036337282|2080
893353197699|2849
481036337284|2056
755914244229|2003
343597383814|461
343597383814|592
343597383814|1024
343597383814|1195
343597383814|1548
343597383814|1985
343597383814|1988
343597383814|2034
343597383814|2067
343597383814|2782
343597383814|5117
343597383814|5124
343597383814|5147
343597383814|7603
343597383814|13138
274877907079|6
274877907079|206
274877907079|583
274877907079|1173
274877907079|1180
274877907079|1185
274877907079|1206
274877907079|1910
274877907079|1984
274877907079|1987
274877907079|1989
274877907079|2023
274877907079|9058
274877907079|9102
274877907079|9188
274877907079|11247
274877907079|11377
1168231104648|246
1168231104648|1985
1168231104648|2990
1168231104648|6438
68719476873|65
68719476873|2123
68719476873|3111
68719476873|7407
68719476873|8736
1099511627914|206
1099511627914|299
1099511627914|449
1099511627914|469
1099511627914|545
1099511627914|565
1099511627914|573
1099511627914|579
1099511627914|596
1099511627914|974
1099511627914|1021
1099511627914|1022
1099511627914|1164
1099511627914|1170
1099511627914|1171
1099511627914|1176
1099511627914|1178
1099511627914|1186
1099511627914|1191
1099511627914|1195
1099511627914|1201
1099511627914|1205
1099511627914|1421
1099511627914|1614
1099511627914|1674
1099511627914|1759
1099511627914|1764
1099511627914|1930
1099511627914|1953
1099511627914|1984
1099511627914|1985
1099511627914|2003
1099511627914|2018
1099511627914|2049
1099511627914|2083
1099511627914|2095
1099511627914|2118
1099511627914|2787
1099511627914|2797
1099511627914|2823
1099511627914|2848
1099511627914|2895
1099511627914|2928
1099511627914|2959
1099511627914|2966
1099511627914|2973
1099511627914|3024
1099511627914|3026
1099511627914|3048
1099511627914|3070
1099511627914|3111
1099511627914|4849
1099511627914|5078
1099511627914|5117
1099511627914|5159
1099511627914|5191
1099511627914|5192
1099511627914|5258
1099511627914|6395
1099511627914|6418
1099511627914|6945
1099511627914|7580
1099511627914|7683
1099511627914|9036
1099511627914|9084
1099511627914|9170
1099511627914|9177
1099511627914|9477
1099511627914|11254
1099511627914|11375
1099511627914|11408
1099511627914|11531
1099511627914|11743
1099511627914|14036
755914244235|6
755914244235|449
755914244235|543
755914244235|588
755914244235|590
755914244235|594
755914244235|808
755914244235|978
755914244235|1164
755914244235|1177
755914244235|1180
755914244235|1184
755914244235|1191
755914244235|1205
755914244235|1454
755914244235|1617
755914244235|1674
755914244235|1940
755914244235|2054
755914244235|2781
755914244235|2837
755914244235|2872
755914244235|6368
755914244235|6945
755914244235|6964
755914244235|7380
755914244235|7509
755914244235|9058
755914244235|9177
755914244235|9474
755914244235|9479
755914244235|11379
755914244235|11408
755914244235|11531
755914244235|11622
755914244235|11625
755914244235|11628
755914244235|11742
274877907084|0
274877907084|8
274877907084|61
274877907084|139
274877907084|544
274877907084|566
274877907084|582
274877907084|593
274877907084|782
274877907084|978
274877907084|1174
274877907084|1186
274877907084|1198
274877907084|1505
274877907084|1547
274877907084|1615
274877907084|1672
274877907084|1760
274877907084|1910
274877907084|1988
274877907084|1994
274877907084|2001
274877907084|2004
274877907084|2006
274877907084|2020
274877907084|2097
274877907084|2115
274877907084|2786
274877907084|2793
274877907084|2799
274877907084|2812
274877907084|2837
274877907084|2843
274877907084|2851
274877907084|2890
274877907084|2926
274877907084|2974
274877907084|2983
274877907084|3000
274877907084|3001
274877907084|3029
274877907084|3046
274877907084|3050
274877907084|3061
274877907084|3077
274877907084|3079
274877907084|4847
274877907084|5115
274877907084|5142
274877907084|5192
274877907084|6365
274877907084|6368
274877907084|6369
274877907084|6933
274877907084|6954
274877907084|7032
274877907084|7109
274877907084|7335
274877907084|7545
274877907084|7570
274877907084|7572
274877907084|7601
274877907084|8130
274877907084|8154
274877907084|8503
274877907084|8816
274877907084|8862
274877907084|9024
274877907084|9195
274877907084|9293
274877907084|9333
274877907084|9479
274877907084|11376
274877907084|11408
274877907084|11474
274877907084|13375
274877907084|13735
274877907084|13818
274877907084|14639
824633720973|1916
755914244238|132
755914244238|140
755914244238|295
755914244238|573
755914244238|595
755914244238|596
755914244238|781
755914244238|798
755914244238|806
755914244238|1181
755914244238|1532
755914244238|1765
755914244238|1996
755914244238|2050
755914244238|2072
755914244238|2088
755914244238|2779
755914244238|2783
755914244238|2827
755914244238|2831
755914244238|2932
755914244238|2934
755914244238|2945
755914244238|2949
755914244238|2968
755914244238|3001
755914244238|3029
755914244238|3092
755914244238|4899
755914244238|4990
755914244238|5129
755914244238|6360
755914244238|6940
755914244238|7012
755914244238|7283
755914244238|7350
755914244238|9098
755914244238|10298
755914244238|10987
755914244238|11356
755914244238|11633
755914244238|11855
618475290767|6
618475290767|294
618475290767|580
618475290767|591
618475290767|1504
618475290767|1546
618475290767|1617
618475290767|1679
618475290767|1764
618475290767|1954
618475290767|1997
618475290767|2008
618475290767|2014
618475290767|2033
618475290767|2778
618475290767|2795
618475290767|2798
618475290767|2814
618475290767|2831
618475290767|2836
618475290767|2845
618475290767|2880
618475290767|2885
618475290767|2886
618475290767|2894
618475290767|2900
618475290767|2928
618475290767|2957
618475290767|3054
618475290767|4870
618475290767|5119
618475290767|5133
618475290767|5158
618475290767|5163
618475290767|5191
618475290767|6367
618475290767|6961
618475290767|6980
618475290767|6999
618475290767|7582
618475290767|7603
618475290767|8424
618475290767|9319
618475290767|9486
618475290767|10426
618475290767|14610
1168231104656|2033
1168231104657|2886
962072674450|6980
893353197715|5158
824633720980|2831
618475290773|2886
1168231104662|2957
687194767511|2894
1030792151192|9319
1099511627929|10426
755914244250|591
962072674459|3054
1099511627932|1504
1168231104669|3054
687194767518|1504
824633720991|5163
1168231104672|8424
1099511627937|1733
412316860578|139
412316860578|140
412316860578|141
412316860578|196
412316860578|292
412316860578|295
412316860578|571
412316860578|575
412316860578|778
412316860578|781
412316860578|783
412316860578|799
412316860578|1025
412316860578|1170
412316860578|1179
412316860578|1451
412316860578|1545
412316860578|1687
412316860578|1984
412316860578|2002
412316860578|2017
412316860578|2023
412316860578|2040
412316860578|2049
412316860578|2072
412316860578|2077
412316860578|2090
412316860578|2094
412316860578|2107
412316860578|2778
412316860578|2782
412316860578|2783
412316860578|2785
412316860578|2794
412316860578|2797
412316860578|2810
412316860578|2813
412316860578|2817
412316860578|2823
412316860578|2836
412316860578|2851
412316860578|2870
412316860578|2871
412316860578|2885
412316860578|2904
412316860578|2927
412316860578|2959
412316860578|2991
412316860578|3000
412316860578|3024
412316860578|3040
412316860578|3053
412316860578|3055
412316860578|3066
412316860578|3080
412316860578|5132
412316860578|5190
412316860578|5753
412316860578|6394
412316860578|6672
412316860578|6740
412316860578|6891
412316860578|7252
412316860578|7522
412316860578|7583
412316860578|8047
412316860578|9063
412316860578|9310
412316860578|9709
412316860578|13818
618475290787|6394
755914244260|5190
687194767525|1984
962072674470|2991
1030792151207|1984
618475290792|778
824633721001|2017
893353197738|783
893353197739|2782
755914244268|139
687194767533|2017
824633721006|196
549755814063|2823
755914244272|2851
824633721009|2090
893353197746|2072
824633721011|6740
618475290804|5753
687194767541|5753
549755814070|3024
893353197751|5753
893353197752|2870
1030792151225|1524
1030792151225|2054
824633721018|1410
274877907131|1566
618475290812|1566
1168231104701|1566
549755814078|1566
549755814079|1566
412316860608|1566
481036337345|1566
274877907138|1566
343597383875|1566
1099511627972|1566
1099511627973|1566
343597383878|1566
618475290823|1566
755914244296|1566
687194767561|1566
343597383882|1566
481036337355|1566
1099511627980|1566
962072674509|1566
274877907150|1566
824633721039|1566
618475290832|1566
893353197777|1566
824633721042|1566
412316860627|1566
1030792151252|1566
343597383893|1566
962072674518|1566
893353197783|282
893353197783|458
893353197783|775
893353197783|778
893353197783|779
893353197783|781
893353197783|796
893353197783|1164
893353197783|1446
893353197783|1506
893353197783|1984
893353197783|1988
893353197783|2004
893353197783|2007
893353197783|2011
893353197783|2017
893353197783|2044
893353197783|2051
893353197783|2056
893353197783|2058
893353197783|2065
893353197783|2100
893353197783|2119
893353197783|2778
893353197783|2804
893353197783|2806
893353197783|2819
893353197783|2832
893353197783|2833
893353197783|2846
893353197783|2852
893353197783|2916
893353197783|2945
893353197783|2961
893353197783|2979
893353197783|2990
893353197783|3044
893353197783|3056
893353197783|3059
893353197783|3077
893353197783|3089
893353197783|4955
893353197783|5067
893353197783|5182
893353197783|5196
893353197783|6004
893353197783|6383
893353197783|6413
893353197783|6740
893353197783|6981
893353197783|6985
893353197783|7032
893353197783|7089
893353197783|7218
893353197783|7516
893353197783|7523
893353197783|9063
893353197783|9317
893353197783|10037
893353197783|14791
1099511627992|778
962072674521|2945
1030792151258|3056
893353197787|7032
1030792151260|5182
962072674525|2044
1168231104734|7218
1099511627999|6740
412316860640|0
412316860640|146
412316860640|285
412316860640|290
412316860640|296
412316860640|1617
412316860640|1644
412316860640|1672
412316860640|1990
412316860640|2017
412316860640|2782
412316860640|2786
412316860640|2788
412316860640|2790
412316860640|2893
412316860640|2962
412316860640|2997
412316860640|3013
412316860640|3049
412316860640|3076
412316860640|5196
412316860640|7025
412316860640|9095
412316860640|9261
343597383905|590
343597383905|777
343597383905|1747
343597383905|2903
343597383905|6383
343597383905|9510
824633721058|1747
687194767587|777
962072674532|1747
343597383909|590
962072674534|9510
893353197799|2903
893353197800|590
1030792151273|6383
1099511628010|1747
343597383915|9510
962072674540|777
824633721069|6383
618475290862|9510
1030792151279|9510
481036337392|1747
893353197809|590
687194767602|590
618475290867|777
962072674548|9510
824633721077|590
962072674550|2903
549755814135|1747
687194767608|9510
824633721081|2903
687194767610|777
1030792151291|1747
481036337404|6383
893353197821|6383
893353197822|775
893353197822|1938
962072674559|196
962072674559|1031
1030792151296|3
1030792151296|139
1030792151296|470
1030792151296|580
1030792151296|1985
1030792151296|2058
1030792151296|2777
1030792151296|2836
1030792151296|5114
1168231104769|2836
1168231104770|2836
1099511628035|3
1099511628036|1985
1168231104773|6
1168231104773|60
1168231104773|138
1168231104773|252
1168231104773|279
1168231104773|468
1168231104773|565
1168231104773|576
1168231104773|585
1168231104773|588
1168231104773|774
1168231104773|777
1168231104773|782
1168231104773|807
1168231104773|1030
1168231104773|1032
1168231104773|1614
1168231104773|1760
1168231104773|1769
1168231104773|2045
1168231104773|2069
1168231104773|2097
1168231104773|2787
1168231104773|2794
1168231104773|2801
1168231104773|2805
1168231104773|2808
1168231104773|2869
1168231104773|2876
1168231104773|2951
1168231104773|2963
1168231104773|2967
1168231104773|3009
1168231104773|3055
1168231104773|3071
1168231104773|4844
1168231104773|5085
1168231104773|5129
1168231104773|6385
1168231104773|6397
1168231104773|6547
1168231104773|7547
1168231104773|8925
1168231104773|9272
1168231104773|10037
1168231104773|10878
1168231104773|12400
1168231104773|13487
1168231104774|3009
206158430471|1200
206158430471|1506
206158430471|1532
206158430471|1533
206158430471|1992
206158430471|1993
206158430471|2105
206158430471|2795
206158430471|6433
274877907208|6433
274877907209|1200
824633721098|1532
687194767627|1993
206158430476|1506
274877907213|2795
893353197838|2795
755914244367|1533
1168231104784|1506
687194767633|2105
618475290898|1993
755914244371|1993
1030792151316|1992
412316860693|1532
893353197846|1993
1168231104791|1506
893353197848|1533
893353197849|2105
481036337434|2795
824633721115|6433
412316860700|2795
893353197853|2795
824633721118|1993
618475290911|6433
824633721120|1992
755914244385|2795
824633721122|1506
343597383971|1200
481036337444|1532
68719477029|458
68719477029|806
68719477029|1668
68719477029|1670
68719477029|1985
68719477029|1993
68719477029|2011
68719477029|2066
68719477029|2785
68719477029|2788
68719477029|2794
68719477029|2898
68719477029|2929
68719477029|2953
68719477029|2968
68719477029|2969
68719477029|3073
68719477029|5115
68719477029|5170
68719477029|5183
68719477029|6976
68719477029|8882
68719477029|10289
412316860710|458
412316860711|2968
755914244392|1985
1030792151337|6976
687194767658|2794
1168231104811|2968
618475290924|458
755914244397|2968
755914244398|2898
962072674607|5115
893353197872|2794
343597383985|5115
824633721138|2794
412316860723|806
687194767668|5170
618475290933|2785
962072674614|2968
618475290935|2794
1099511628088|3073
274877907257|458
412316860730|5115
1168231104827|3073
755914244412|1670
549755814205|2011
687194767678|5183
687194767679|2929
1168231104832|2968
1099511628097|5170
962072674626|1668
824633721155|2788
274877907268|8882
824633721157|3073
206158430534|2929
481036337479|8
481036337479|775
481036337479|1749
481036337479|1993
481036337479|2011
481036337479|2031
481036337479|2036
481036337479|2040
481036337479|2043
481036337479|2053
481036337479|2059
481036337479|2060
481036337479|2076
481036337479|2088
481036337479|2093
481036337479|2796
481036337479|2807
481036337479|2819
481036337479|2837
481036337479|2843
481036337479|2844
481036337479|2895
481036337479|2975
481036337479|3014
481036337479|5162
481036337479|5176
481036337479|6449
481036337479|6698
481036337479|6982
481036337479|7501
481036337479|9036
481036337479|13459
481036337479|13833
893353197896|6
893353197896|148
893353197896|149
893353197896|575
893353197896|578
893353197896|584
893353197896|775
893353197896|777
893353197896|781
893353197896|782
893353197896|808
893353197896|973
893353197896|974
893353197896|1170
893353197896|1173
893353197896|1178
893353197896|1180
893353197896|1185
893353197896|1193
893353197896|1198
893353197896|1202
893353197896|1545
893353197896|1667
893353197896|1766
893353197896|1940
893353197896|1953
893353197896|1992
893353197896|1995
893353197896|2030
893353197896|2046
893353197896|2048
893353197896|2059
893353197896|2070
893353197896|2078
893353197896|2089
893353197896|2872
893353197896|3045
893353197896|3047
893353197896|4847
893353197896|5085
893353197896|6945
893353197896|6964
893353197896|7509
893353197896|9058
893353197896|9063
893353197896|9098
893353197896|9174
893353197896|9474
893353197896|11247
893353197896|11254
893353197896|11408
893353197896|11537
893353197896|11622
893353197896|11628
893353197896|11695
893353197896|11742
893353197896|12002
824633721161|585
824633721161|1444
824633721161|6404
824633721161|8082
824633721162|458
824633721162|790
824633721162|1200
824633721162|2033
824633721162|2789
824633721162|2790
824633721162|2871
824633721162|2932
824633721162|4966
824633721162|7005
549755814219|1672
549755814219|1749
687194767692|59
687194767692|281
687194767692|579
687194767692|590
687194767692|781
687194767692|808
687194767692|1604
687194767692|1766
687194767692|2008
687194767692|2028
687194767692|2795
687194767692|2898
687194767692|3027
687194767692|3038
687194767692|3090
687194767692|5727
687194767692|8637
687194767692|11537
687194767692|12079
755914244429|2795
1168231104846|579
824633721167|11537
1030792151376|590
893353197905|781
824633721170|579
1168231104851|590
893353197908|3090
1030792151381|2898
1099511628118|3038
893353197911|281
755914244440|781
755914244441|8637
755914244442|3090
1099511628123|804
1099511628123|973
1099511628123|1170
1099511628123|1185
1099511628123|1206
1099511628123|1749
1099511628123|1908
1099511628123|1954
1099511628123|2003
1099511628123|2786
1099511628123|2816
1099511628123|2969
1099511628123|2985
1099511628123|4865
1099511628123|6399
1099511628123|6815
1099511628123|7025
1099511628123|7142
1099511628123|7689
1099511628123|9929
1168231104860|2969
274877907293|1410
274877907293|1671
274877907293|2780
274877907293|2918
274877907293|5184
274877907293|6950
274877907293|9209
274877907293|15209
549755814238|1410
274877907295|9209
549755814240|9209
687194767713|1671
481036337506|5184
481036337507|1671
343597384036|2918
412316860773|1671
481036337510|2918
343597384039|1671
549755814248|15209
481036337513|5184
687194767722|1410
618475290987|2918
549755814252|1671
412316860781|9209
481036337518|9209
549755814255|6950
618475290992|9209
687194767729|5184
755914244466|5184
618475290995|5184
687194767732|1671
412316860789|9209
549755814262|5184
755914244471|9209
481036337528|5184
377|283
377|777
377|796
377|801
377|1043
377|1763
377|1940
377|1987
377|2031
377|2058
377|2789
377|2822
377|2963
377|3033
377|3043
377|3075
377|3096
377|5063
377|5085
377|5445
377|5663
377|6133
377|6368
377|6369
377|6545
377|9098
377|11745
962072674682|3033
343597384059|11745
343597384060|6133
549755814269|2789
412316860798|6133
962072674687|6133
481036337536|2058
1030792151425|801
962072674690|5063
618475291011|6369
1030792151428|6133
68719477125|6133
343597384070|2058
1030792151431|9098
687194767752|6368
618475291017|1987
412316860810|801
412316860811|6133
274877907340|3043
755914244493|283
962072674702|1987
481036337551|777
1099511628176|2822
893353197969|1043
1030792151442|6368
1030792151443|1940
68719477140|283
405|283
1030792151446|777
68719477143|5085
68719477144|5063
1099511628185|9098
618475291034|2031
1168231104923|2789
549755814300|5445
618475291037|410
755914244510|410
824633721247|410
1168231104928|410
1168231104929|410
687194767778|410
1168231104931|410
1168231104932|410
893353197989|410
1168231104934|410
687194767783|410
824633721256|410
618475291049|410
687194767786|410
1099511628203|410
755914244524|410
755914244525|410
687194767790|410
755914244527|410
1099511628208|410
1099511628209|410
893353198002|410
893353198003|280
893353198003|284
893353198003|448
893353198003|540
893353198003|806
893353198003|1028
893353198003|1185
893353198003|1615
893353198003|1644
893353198003|1984
893353198003|1985
893353198003|2779
893353198003|2799
893353198003|2826
893353198003|2878
893353198003|2890
893353198003|2945
893353198003|3004
893353198003|3010
893353198003|3083
893353198003|5156
893353198003|5158
893353198003|5854
893353198003|6071
893353198003|6377
893353198003|6658
893353198003|6962
893353198003|6990
893353198003|7534
893353198003|14189
893353198003|14956
893353198004|2945
1030792151477|2799
893353198006|6990
1168231104951|3004
1099511628216|1984
1099511628217|1985
1030792151482|2799
1099511628219|1028
962072674748|6962
893353198013|6
893353198013|588
893353198013|1021
893353198013|1767
893353198013|1940
893353198013|1995
893353198013|2018
893353198013|5174
893353198013|6413
893353198013|7328
893353198013|9170
893353198013|11695
893353198013|12002
962072674750|6
962072674751|6413
893353198016|6413
962072674753|1021
1030792151490|11695
962072674755|2018
1030792151492|9170
962072674757|1021
454|139
454|290
454|584
454|779
454|781
454|782
454|783
454|804
454|1031
454|1621
454|1760
454|1763
454|1997
454|2001
454|2008
454|2031
454|2038
454|2045
454|2067
454|2074
454|2794
454|2797
454|2824
454|2825
454|2826
454|2865
454|2870
454|2908
454|2938
454|2942
454|2999
454|3020
454|3035
454|3041
454|3043
454|3044
454|5063
454|5156
454|5163
454|6763
454|6887
454|6991
454|7148
454|7507
454|7517
454|8225
454|8372
454|10712
454|10925
454|11515
454|11582
343597384135|470
343597384135|588
343597384135|598
343597384135|798
343597384135|805
343597384135|974
343597384135|1031
343597384135|1174
343597384135|1183
343597384135|1527
343597384135|1644
343597384135|1676
343597384135|1764
343597384135|1984
343597384135|1986
343597384135|1989
343597384135|1997
343597384135|1998
343597384135|2044
343597384135|2050
343597384135|2805
343597384135|2808
343597384135|2900
343597384135|2994
343597384135|3000
343597384135|3001
343597384135|3080
343597384135|4844
343597384135|4849
343597384135|5063
343597384135|5067
343597384135|5176
343597384135|5183
343597384135|6100
343597384135|6394
343597384135|6490
343597384135|6962
343597384135|7507
343597384135|7522
343597384135|7582
343597384135|7594
343597384135|7610
343597384135|9102
343597384135|9144
343597384135|9319
343597384135|10951
343597384135|11388
343597384135|11572
343597384135|12807
343597384135|13157
343597384135|13843
343597384135|13870
549755814344|6962
1099511628233|1764
893353198026|1031
1099511628235|2900
824633721292|1989
1099511628237|1764
962072674766|5183
824633721295|5176
618475291088|3001
893353198033|4849
824633721298|2808
549755814355|1527
893353198036|9102
412316860885|2900
824633721302|2900
1168231104983|1986
1099511628248|1986
618475291097|7610
893353198042|1764
893353198043|1676
481036337628|5176
412316860893|9319
824633721310|1174
893353198047|3001
824633721312|545
824633721312|809
824633721312|1021
824633721312|1173
824633721312|1195
824633721312|1201
824633721312|1988
824633721312|1997
824633721312|1999
824633721312|2049
824633721312|2075
824633721312|2819
824633721312|5191
824633721312|5192
824633721312|6413
824633721312|7604
962072674785|1524
962072674785|2041
962072674785|14812
