:START_ID(Comment)|:END_ID(Country)
549755817290|78
1099511631505|49
962072678034|25
1099511631507|90
1099511631508|52
1168231108245|97
1099511631510|49
1168231108247|1
1099511631512|4
1099511631513|53
1099511631514|90
1099511631515|60
1099511631516|60
1099511631517|49
1099511631518|90
1099511631519|49
1099511631520|53
687194771234|0
687194771235|0
687194771236|0
687194771237|0
687194771238|0
687194771240|0
687194771241|0
687194771242|0
687194771243|0
687194771244|0
687194771246|0
687194771247|0
687194771248|0
687194771249|0
687194771250|0
1168231108716|90
1168231108717|60
1168231108718|60
824633725039|60
1168231108720|49
824633725041|61
1030792155250|25
1030792155251|49
1168231108724|61
824633725045|61
1030792155254|49
755914248312|60
1168231108729|90
755914248314|60
1030792155259|49
1030792155260|49
1168231108733|90
824633725054|61
1030792155263|49
1168231108736|90
1030792155265|49
824633725058|61
824633725060|61
1030792155269|49
1168231108742|90
1030792155271|60
1030792155272|60
1030792155273|49
1030792155274|49
1030792155275|61
824633725068|61
1030792155277|60
1030792155278|61
1168231108752|90
824633725073|61
824633725074|61
1030792155283|49
824633725076|61
1168231108757|90
1168231108758|90
824633725079|61
1168231108760|90
824633725081|61
1168231108762|90
1168231108764|90
1168231108765|90
824633725086|61
1168231108767|90
824633725088|61
1030792155297|49
1168231108770|90
824633725091|61
1099511632433|0
1099511632434|71
1168231109171|1
1099511632436|80
1099511632437|25
1099511632438|53
1099511632439|25
1099511632440|1
1099511632441|0
1168231109179|92
1168231109180|56
1168231109181|65
1168231109182|65
1168231109183|0
1168231109184|53
1168231109185|1
1168231109186|56
1168231109187|57
1168231109188|78
1168231109189|1
1168231109191|78
1168231109192|1
1168231109193|1
1168231109194|1
1168231109195|97
1168231109196|1
1168231109197|78
1168231109198|53
1168231109199|52
1168231109200|56
1168231109201|101
1168231109202|1
1168231109203|71
1168231109204|61
1168231109205|60
1168231109206|90
1168231109207|92
1168231109208|100
1168231109209|0
1168231109211|50
1168231109212|60
1168231109213|50
1168231109214|97
1168231109215|78
1168231109216|97
1168231109217|25
1168231109218|25
1168231109219|0
1168231109220|1
1168231109221|54
1168231109222|57
1168231109223|1
1168231109224|89
1168231109225|52
1168231109226|90
1168231109227|25
1168231109228|25
1168231109230|56
1168231109231|1
1168231109232|72
1168231109233|57
1168231109234|105
1168231109235|1
1168231109236|78
1168231109237|52
1168231109239|49
1168231109240|56
1168231109241|0
1168231109242|90
1168231109243|86
1168231109244|48
1168231109245|92
1168231109246|0
1168231109247|71
1168231109248|1
1168231109249|48
1168231109250|52
1168231109252|80
1168231109253|71
1168231109254|92
1168231109255|53
1168231109256|97
1168231109257|53
1168231109258|101
1168231109259|0
1168231109260|48
1168231109261|53
1168231109262|101
1168231109263|100
1168231109264|1
1168231109265|78
1168231109267|52
1168231109268|92
1168231109269|101
1168231109270|60
1168231109271|53
1168231109272|1
1168231109273|50
1168231109274|101
1168231109275|56
1168231109276|53
1168231109277|0
1168231109278|52
1168231109279|53
1168231109280|49
1168231109281|0
1168231109282|78
1168231109283|89
1168231109527|49
1168231109528|86
1168231109529|59
1168231109530|59
1168231109531|59
1168231109532|86
1168231109533|86
1168231109534|97
1168231109535|56
1168231109536|86
1168231109537|59
1168231109538|59
1168231109539|52
1168231109540|56
1168231109541|59
1168231109542|86
1168231109543|97
1168231109544|49
1168231109545|59
1168231109546|97
1030792156175|48
1168231109648|86
1030792156177|61
1030792156178|101
1168231109651|86
1030792156180|61
1099511632917|80
1030792156182|48
1168231109655|1
1099511632920|80
1030792156186|101
1030792156187|48
1168231109660|86
1030792156189|48
1099511632926|80
1099511632927|80
1168231109664|86
1168231109665|86
1168231109666|48
1168231109667|1
1030792156197|101
1030792156198|101
1030792156199|101
1099511632936|80
1030792156201|48
1168231109674|1
