:START_ID(Post)|:END_ID(Person)
687194767810|16
687194767811|16
687194767812|16
687194767813|16
687194767814|16
481036337607|16
481036337608|16
481036337609|16
481036337610|16
481036337611|16
481036337612|16
481036337613|16
343597384142|16
343597384143|16
343597384144|16
343597384145|16
343597384146|16
343597384147|16
343597384148|16
343597384149|16
343597384150|16
343597384151|16
618475291096|16
618475291097|16
618475291098|16
618475291099|16
618475291100|16
618475291101|16
137438953950|16
618475291103|16
618475291104|16
618475291105|16
618475291106|16
755914244579|16
755914244580|16
755914244581|16
755914244582|16
755914244583|16
755914244584|16
755914244585|16
755914244586|16
755914244587|16
755914244588|16
755914244589|16
755914244590|16
755914244591|16
755914244592|16
755914244593|16
755914244594|16
755914244595|16
1168231105012|16
1168231105013|16
1168231105014|16
1168231105015|16
1168231105016|16
1168231105017|16
1168231105018|16
1168231105019|16
1168231105020|16
1168231105021|16
1168231105022|16
1168231105023|16
1168231105024|16
1168231105025|16
1168231105026|16
1168231105027|16
1168231105028|16
1168231105029|16
1168231105030|16
962072674823|28587302322180
1030792151576|28587302322180
1168231105065|28587302322180
1168231105066|28587302322180
1168231105067|28587302322180
1168231105068|28587302322180
1030792151597|28587302322180
1030792151598|28587302322180
1030792151599|28587302322180
1030792151600|28587302322180
1030792151601|28587302322180
1030792151602|28587302322180
1030792151603|28587302322180
1030792151604|28587302322180
1030792151605|28587302322180
1030792151606|28587302322180
1030792151607|28587302322180
1030792151608|28587302322180
1030792151609|28587302322180
1030792151610|28587302322180
1030792151611|28587302322180
1030792151612|28587302322180
1099511628349|28587302322180
1099511628350|28587302322180
1099511628351|28587302322180
962072674880|28587302322180
962072674881|28587302322180
962072674882|28587302322180
962072674883|28587302322180
962072674884|28587302322180
962072674885|28587302322180
962072674886|28587302322180
962072674887|28587302322180
962072674888|28587302322180
962072674889|28587302322180
962072674890|28587302322180
962072674891|28587302322180
962072674892|28587302322180
1099511628365|28587302322180
1099511628366|28587302322180
1099511628367|28587302322180
1099511628368|28587302322180
1099511628369|28587302322180
1099511628370|28587302322180
1099511628371|28587302322180
1099511628372|28587302322180
1099511628373|28587302322180
1099511628374|28587302322180
1099511628375|28587302322180
1099511628376|28587302322180
1099511628377|28587302322180
1099511628378|28587302322180
1099511628379|28587302322180
962072674908|28587302322180
962072674909|28587302322180
962072674910|28587302322180
962072674911|28587302322180
962072674912|28587302322180
962072674913|28587302322180
962072674914|28587302322180
962072674915|28587302322180
962072674916|28587302322180
962072674917|28587302322180
962072674918|28587302322180
962072674919|28587302322180
962072674920|28587302322180
962072674921|28587302322180
962072674922|28587302322180
893353198187|28587302322180
893353198188|28587302322180
893353198189|28587302322180
893353198190|28587302322180
893353198191|28587302322180
893353198192|28587302322180
893353198193|28587302322180
893353198194|28587302322180
893353198195|28587302322180
893353198196|28587302322180
893353198197|28587302322180
893353198198|28587302322180
893353198199|28587302322180
893353198200|28587302322180
893353198201|28587302322180
893353198202|28587302322180
893353198203|28587302322180
893353198204|28587302322180
962072674941|28587302322180
962072674942|28587302322180
962072674943|28587302322180
962072674944|28587302322180
962072674945|28587302322180
962072674946|28587302322180
962072674947|28587302322180
962072674948|28587302322180
962072674949|28587302322180
962072674950|28587302322180
962072674951|28587302322180
962072674952|28587302322180
962072674953|28587302322180
1099511628426|28587302322180
1099511628427|28587302322180
1099511628428|28587302322180
1099511628429|28587302322180
1099511628430|28587302322180
1099511628431|28587302322180
1099511628432|28587302322180
1099511628433|28587302322180
1099511628434|28587302322180
1099511628435|28587302322180
1099511628436|28587302322180
1099511628437|28587302322180
1099511628438|28587302322180
1099511628439|28587302322180
1099511628440|28587302322180
1099511628441|28587302322180
1099511628442|28587302322180
1099511628443|28587302322180
1099511628444|28587302322180
1099511628445|28587302322180
549755814558|13194139533342
549755814559|13194139533342
549755814560|13194139533342
549755814561|13194139533342
549755814562|13194139533342
549755814563|13194139533342
549755814564|13194139533342
549755814565|13194139533342
549755814566|13194139533342
549755814567|13194139533342
549755814568|13194139533342
1168231105193|13194139533342
1168231105194|13194139533342
1168231105195|13194139533342
1168231105196|13194139533342
1168231105197|13194139533342
1168231105198|13194139533342
1168231105199|13194139533342
1168231105200|13194139533342
1168231105201|13194139533342
1168231105202|13194139533342
1168231105203|13194139533342
1168231105204|13194139533342
1168231105205|13194139533342
1168231105206|13194139533342
1168231105207|13194139533342
1168231105208|13194139533342
1168231105209|13194139533342
755914244794|13194139533342
755914244795|13194139533342
755914244796|13194139533342
755914244797|13194139533342
755914244798|13194139533342
755914244799|13194139533342
755914244800|13194139533342
755914244801|13194139533342
755914244802|13194139533342
755914244803|13194139533342
755914244804|13194139533342
755914244805|13194139533342
755914244806|13194139533342
755914244807|13194139533342
755914244808|13194139533342
755914244809|13194139533342
893353198282|13194139533342
893353198283|13194139533342
893353198284|13194139533342
893353198285|13194139533342
893353198286|13194139533342
893353198287|13194139533342
893353198288|13194139533342
1099511628497|13194139533342
1099511628498|13194139533342
1099511628499|13194139533342
1099511628500|13194139533342
1099511628501|13194139533342
1099511628502|13194139533342
1099511628503|13194139533342
1099511628504|13194139533342
1099511628505|13194139533342
1099511628506|13194139533342
1099511628507|13194139533342
1099511628508|13194139533342
1099511628509|13194139533342
962072675038|13194139533342
962072675039|13194139533342
962072675040|13194139533342
962072675041|13194139533342
962072675042|13194139533342
962072675043|13194139533342
1168231105252|13194139533342
1168231105253|13194139533342
1168231105254|13194139533342
1168231105255|13194139533342
1168231105256|13194139533342
1168231105257|13194139533342
1168231105258|13194139533342
1168231105259|13194139533342
1168231105260|13194139533342
1168231105261|13194139533342
1168231105262|13194139533342
481036337903|13194139533342
481036337904|13194139533342
481036337905|13194139533342
481036337906|13194139533342
481036337907|13194139533342
481036337908|13194139533342
481036337909|13194139533342
481036337910|13194139533342
481036337911|13194139533342
481036337912|13194139533342
481036337913|13194139533342
481036337914|13194139533342
481036337915|13194139533342
481036337916|13194139533342
481036337917|13194139533342
481036337918|13194139533342
481036337919|13194139533342
1099511628544|13194139533342
1099511628545|13194139533342
1099511628546|13194139533342
1099511628547|13194139533342
1099511628548|13194139533342
1099511628549|13194139533342
893353198342|13194139533342
893353198343|13194139533342
893353198344|13194139533342
893353198345|13194139533342
893353198346|13194139533342
893353198347|13194139533342
893353198348|13194139533342
893353198349|13194139533342
962072675086|13194139533342
962072675087|13194139533342
962072675088|13194139533342
962072675089|13194139533342
962072675090|13194139533342
962072675091|13194139533342
962072675092|13194139533342
962072675093|13194139533342
962072675094|13194139533342
962072675095|13194139533342
962072675096|13194139533342
962072675097|13194139533342
1099511628570|13194139533342
1099511628571|13194139533342
1099511628572|13194139533342
1099511628573|13194139533342
1099511628574|13194139533342
1099511628575|13194139533342
1099511628576|13194139533342
1099511628577|13194139533342
1099511628578|13194139533342
1099511628579|13194139533342
1099511628580|13194139533342
1099511628581|13194139533342
824633721638|13194139533342
824633721639|13194139533342
824633721640|13194139533342
824633721641|13194139533342
824633721642|13194139533342
824633721643|13194139533342
1099511628588|13194139533342
1099511628589|13194139533342
1099511628590|13194139533342
1168231105327|13194139533342
1168231105328|13194139533342
1168231105329|13194139533342
1168231105330|13194139533342
1168231105331|13194139533342
1168231105332|13194139533342
1168231105333|13194139533342
1168231105334|13194139533342
1168231105335|13194139533342
1168231105336|13194139533342
1168231105337|13194139533342
1168231105338|13194139533342
1168231105339|13194139533342
1168231105340|13194139533342
1168231105341|13194139533342
1168231105342|13194139533342
755914244927|13194139533342
755914244928|13194139533342
755914244929|13194139533342
755914244930|13194139533342
755914244931|13194139533342
755914244932|13194139533342
755914244933|13194139533342
755914244934|13194139533342
755914244935|13194139533342
755914244936|13194139533342
755914244937|13194139533342
755914244938|13194139533342
755914244939|13194139533342
755914244940|13194139533342
755914244941|13194139533342
755914244942|13194139533342
824633721679|13194139533342
824633721680|13194139533342
824633721681|13194139533342
824633721682|13194139533342
824633721683|13194139533342
824633721684|13194139533342
618475291477|13194139533342
618475291478|13194139533342
618475291479|13194139533342
618475291480|13194139533342
618475291481|13194139533342
618475291482|13194139533342
618475291483|13194139533342
618475291484|13194139533342
618475291485|13194139533342
618475291486|13194139533342
618475291487|13194139533342
618475291488|13194139533342
618475291489|13194139533342
618475291490|13194139533342
618475291491|13194139533342
618475291492|13194139533342
618475291493|13194139533342
618475291494|13194139533342
618475291495|13194139533342
618475291496|13194139533342
618475291497|13194139533342
893353198442|13194139533342
893353198443|13194139533342
893353198444|13194139533342
893353198445|13194139533342
618475291502|13194139533342
618475291503|13194139533342
618475291504|13194139533342
618475291505|13194139533342
618475291506|13194139533342
618475291507|13194139533342
618475291508|13194139533342
687194768245|17592186044443
687194768246|17592186044443
1099511628663|17592186044443
1099511628664|17592186044443
1099511628665|17592186044443
1099511628666|17592186044443
1099511628667|17592186044443
1099511628668|17592186044443
1099511628669|17592186044443
1099511628670|17592186044443
1099511628671|17592186044443
1099511628672|17592186044443
1099511628673|17592186044443
1099511628674|17592186044443
1099511628675|17592186044443
1099511628676|17592186044443
1099511628677|17592186044443
755914244998|17592186044443
755914244999|17592186044443
755914245000|17592186044443
755914245001|17592186044443
755914245002|17592186044443
755914245003|17592186044443
755914245004|17592186044443
755914245005|17592186044443
755914245006|17592186044443
755914245007|17592186044443
755914245008|17592186044443
755914245009|17592186044443
755914245010|17592186044443
755914245011|17592186044443
755914245012|17592186044443
755914245013|17592186044443
755914245014|17592186044443
755914245015|17592186044443
755914245016|17592186044443
755914245017|17592186044443
618475291546|17592186044443
618475291547|17592186044443
618475291548|17592186044443
618475291549|17592186044443
618475291550|17592186044443
618475291551|17592186044443
618475291552|17592186044443
618475291553|17592186044443
618475291554|17592186044443
618475291555|17592186044443
618475291556|17592186044443
618475291557|17592186044443
618475291558|17592186044443
618475291559|17592186044443
618475291560|17592186044443
618475291561|17592186044443
618475291562|17592186044443
618475291563|17592186044443
824633721772|17592186044443
824633721773|17592186044443
824633721774|17592186044443
824633721775|17592186044443
824633721776|17592186044443
824633721777|17592186044443
824633721778|17592186044443
824633721779|17592186044443
824633721780|17592186044443
824633721781|17592186044443
618475291574|17592186044443
618475291575|17592186044443
618475291576|17592186044443
618475291577|17592186044443
618475291578|17592186044443
618475291579|17592186044443
618475291580|17592186044443
618475291581|17592186044443
618475291582|17592186044443
618475291583|17592186044443
618475291584|17592186044443
618475291585|17592186044443
618475291586|17592186044443
618475291587|17592186044443
618475291588|17592186044443
618475291589|17592186044443
618475291590|17592186044443
687194768327|17592186044443
687194768328|17592186044443
687194768329|17592186044443
687194768330|17592186044443
687194768331|17592186044443
687194768332|17592186044443
687194768333|17592186044443
1030792152014|17592186044443
1030792152015|17592186044443
1030792152016|17592186044443
824633721809|17592186044443
824633721810|17592186044443
824633721811|17592186044443
824633721812|17592186044443
824633721813|17592186044443
824633721814|17592186044443
824633721815|17592186044443
824633721816|17592186044443
824633721817|17592186044443
824633721818|17592186044443
824633721819|17592186044443
824633721820|17592186044443
824633721821|17592186044443
824633721822|17592186044443
824633721823|17592186044443
824633721824|17592186044443
824633721825|17592186044443
824633721826|17592186044443
824633721827|17592186044443
1030792152036|17592186044443
1030792152037|17592186044443
1030792152038|17592186044443
1030792152039|17592186044443
1030792152040|17592186044443
1030792152041|17592186044443
1030792152042|17592186044443
1030792152043|17592186044443
1030792152044|17592186044443
1030792152045|17592186044443
1030792152046|17592186044443
1030792152047|17592186044443
1030792152048|17592186044443
824633721841|17592186044443
824633721842|17592186044443
824633721843|17592186044443
824633721844|17592186044443
824633721845|17592186044443
824633721846|17592186044443
824633721847|17592186044443
824633721848|17592186044443
687194768377|17592186044443
687194768378|17592186044443
687194768379|17592186044443
893353198588|17592186044443
893353198589|17592186044443
893353198590|17592186044443
893353198591|17592186044443
893353198592|17592186044443
893353198593|17592186044443
893353198594|17592186044443
893353198595|17592186044443
893353198596|17592186044443
893353198597|17592186044443
893353198598|17592186044443
893353198599|17592186044443
893353198600|17592186044443
893353198601|17592186044443
893353198602|17592186044443
893353198603|17592186044443
893353198604|17592186044443
1030792152077|17592186044443
1030792152078|17592186044443
1030792152079|17592186044443
1030792152080|17592186044443
1030792152081|17592186044443
1030792152082|17592186044443
1030792152083|17592186044443
1030792152084|17592186044443
1030792152085|17592186044443
1030792152086|17592186044443
1030792152087|17592186044443
1030792152088|17592186044443
1030792152089|17592186044443
1030792152090|17592186044443
1030792152091|17592186044443
1030792152092|17592186044443
1030792152093|17592186044443
1030792152094|17592186044443
1030792152095|17592186044443
1030792152096|17592186044443
755914245153|17592186044443
755914245154|17592186044443
1030792152099|17592186044443
1030792152100|17592186044443
1030792152101|17592186044443
1030792152102|17592186044443
1030792152103|17592186044443
1030792152104|17592186044443
1030792152105|17592186044443
1030792152106|17592186044443
1030792152107|17592186044443
755914245164|10995116277783
755914245165|10995116277783
755914245166|10995116277783
755914245167|10995116277783
755914245168|10995116277783
755914245169|10995116277783
755914245170|10995116277783
755914245171|10995116277783
755914245172|10995116277783
755914245173|10995116277783
755914245174|10995116277783
755914245175|10995116277783
755914245176|10995116277783
343597384761|10995116277783
343597384762|10995116277783
343597384763|10995116277783
343597384764|10995116277783
343597384765|10995116277783
343597384766|10995116277783
343597384767|10995116277783
343597384768|10995116277783
343597384769|10995116277783
343597384770|10995116277783
343597384771|10995116277783
343597384772|10995116277783
343597384773|10995116277783
343597384774|10995116277783
343597384775|10995116277783
343597384776|10995116277783
343597384777|10995116277783
343597384778|10995116277783
343597384779|10995116277783
343597384780|10995116277783
412316861517|10995116277783
412316861518|10995116277783
1030792152143|10995116277783
1030792152144|10995116277783
1030792152145|10995116277783
1030792152146|10995116277783
1030792152147|10995116277783
1030792152148|10995116277783
1030792152149|10995116277783
1030792152150|10995116277783
1030792152151|10995116277783
1030792152152|10995116277783
1030792152153|10995116277783
1030792152154|10995116277783
1030792152155|10995116277783
1030792152156|10995116277783
1030792152157|10995116277783
1030792152158|10995116277783
1030792152159|10995116277783
1030792152160|10995116277783
1030792152161|10995116277783
1030792152162|10995116277783
1030792152163|10995116277783
1030792152164|10995116277783
1030792152165|10995116277783
412316861542|10995116277783
412316861543|10995116277783
412316861544|10995116277783
412316861545|10995116277783
412316861546|10995116277783
412316861547|10995116277783
412316861548|10995116277783
412316861549|10995116277783
412316861550|10995116277783
412316861551|10995116277783
412316861552|10995116277783
412316861553|10995116277783
412316861554|10995116277783
412316861555|10995116277783
412316861556|10995116277783
412316861557|10995116277783
412316861558|10995116277783
412316861559|10995116277783
412316861560|10995116277783
412316861561|10995116277783
618475291770|10995116277783
618475291771|10995116277783
618475291772|10995116277783
618475291773|10995116277783
618475291774|10995116277783
618475291775|10995116277783
618475291776|10995116277783
618475291777|10995116277783
893353198722|10995116277783
893353198723|10995116277783
893353198724|10995116277783
893353198725|10995116277783
893353198726|10995116277783
893353198727|10995116277783
893353198728|10995116277783
893353198729|10995116277783
1099511628938|10995116277783
1099511628939|10995116277783
1099511628940|10995116277783
1099511628941|10995116277783
1099511628942|10995116277783
1099511628943|10995116277783
1099511628944|10995116277783
1099511628945|10995116277783
1099511628946|10995116277783
1099511628947|10995116277783
1099511628948|10995116277783
824633722005|10995116277783
824633722006|10995116277783
824633722007|10995116277783
824633722008|10995116277783
824633722009|10995116277783
824633722010|10995116277783
824633722011|10995116277783
824633722012|10995116277783
824633722013|10995116277783
1099511628958|10995116277783
1099511628959|10995116277783
1099511628960|10995116277783
755914245281|10995116277783
755914245282|10995116277783
755914245283|10995116277783
755914245284|10995116277783
755914245285|10995116277783
755914245286|10995116277783
755914245287|10995116277783
755914245288|10995116277783
755914245289|10995116277783
755914245290|10995116277783
755914245291|10995116277783
1168231105708|10995116277783
1168231105709|10995116277783
1168231105710|10995116277783
1168231105711|10995116277783
1168231105712|10995116277783
1168231105713|10995116277783
1168231105714|10995116277783
1168231105715|10995116277783
893353198772|10995116277783
893353198773|10995116277783
893353198774|10995116277783
893353198775|10995116277783
893353198776|10995116277783
893353198777|10995116277783
893353198778|10995116277783
893353198779|10995116277783
893353198780|10995116277783
893353198781|10995116277783
893353198782|10995116277783
893353198783|10995116277783
962072675520|10995116277783
962072675521|10995116277783
962072675522|10995116277783
962072675523|10995116277783
1030792152260|10995116277783
1030792152261|10995116277783
1030792152262|10995116277783
1030792152263|10995116277783
1030792152264|10995116277783
1030792152265|10995116277783
1030792152266|10995116277783
1030792152267|10995116277783
1030792152268|10995116277783
1030792152269|10995116277783
1030792152270|10995116277783
1030792152271|10995116277783
1030792152272|10995116277783
755914245329|10995116277783
755914245330|10995116277783
755914245331|10995116277783
755914245332|10995116277783
755914245333|10995116277783
755914245334|10995116277783
755914245335|10995116277783
755914245336|10995116277783
755914245337|10995116277783
755914245338|10995116277783
755914245339|10995116277783
755914245340|10995116277783
755914245341|10995116277783
755914245342|10995116277783
755914245343|10995116277783
755914245344|10995116277783
755914245345|10995116277783
755914245346|10995116277783
755914245347|10995116277783
1099511629028|10995116277783
1099511629029|10995116277783
1099511629030|10995116277783
1099511629031|10995116277783
1099511629032|10995116277783
1099511629033|10995116277783
412316861674|10995116277783
412316861675|10995116277783
481036338412|10995116277783
481036338413|10995116277783
481036338414|10995116277783
481036338415|10995116277783
481036338416|10995116277783
481036338417|10995116277783
481036338418|10995116277783
481036338419|10995116277783
481036338420|10995116277783
481036338421|10995116277783
481036338422|10995116277783
481036338423|10995116277783
893353198840|10995116277783
893353198841|10995116277783
481036338426|10995116277783
481036338427|10995116277783
481036338428|10995116277783
481036338429|10995116277783
481036338430|10995116277783
481036338431|10995116277783
481036338432|10995116277783
481036338433|10995116277783
481036338434|10995116277783
481036338435|10995116277783
755914245380|10995116277783
755914245381|10995116277783
755914245382|10995116277783
755914245383|10995116277783
755914245384|10995116277783
755914245385|10995116277783
755914245386|10995116277783
755914245387|10995116277783
755914245388|10995116277783
755914245389|10995116277783
755914245390|10995116277783
755914245391|10995116277783
755914245392|10995116277783
755914245393|10995116277783
755914245394|10995116277783
755914245395|10995116277783
755914245396|10995116277783
755914245397|10995116277783
1099511629078|10995116277761
962072675613|10995116277761
687194768676|10995116277761
687194768689|8796093022237
343597385027|8796093022237
412316861781|2199023255557
412316861784|2199023255557
687194768731|8796093022244
893353198948|26388279066641
962072675699|24189255811081
962072675715|24189255811081
962072675731|24189255811081
962072675747|24189255811081
1168231105971|19791209299987
1168231105972|19791209299987
1168231105973|19791209299987
1168231105974|19791209299987
1168231105975|19791209299987
1168231105976|19791209299987
1168231105977|19791209299987
1168231105978|19791209299987
1168231105979|19791209299987
1168231105980|19791209299987
1168231105981|19791209299987
1168231105982|19791209299987
962072675775|19791209299987
962072675776|19791209299987
962072675777|19791209299987
962072675778|19791209299987
962072675779|19791209299987
962072675780|19791209299987
962072675781|19791209299987
962072675782|19791209299987
824633722311|19791209299987
824633722312|19791209299987
824633722313|19791209299987
824633722314|19791209299987
824633722315|19791209299987
824633722316|19791209299987
824633722317|19791209299987
618475292110|19791209299987
618475292111|19791209299987
618475292112|19791209299987
618475292113|19791209299987
618475292114|19791209299987
618475292115|19791209299987
618475292116|19791209299987
618475292117|19791209299987
618475292118|19791209299987
618475292119|19791209299987
618475292120|19791209299987
618475292121|19791209299987
618475292122|19791209299987
618475292123|19791209299987
1168231106012|19791209299987
1168231106013|19791209299987
1168231106014|19791209299987
1168231106015|19791209299987
1168231106016|19791209299987
1168231106017|19791209299987
1168231106018|19791209299987
1168231106019|19791209299987
1168231106020|19791209299987
1168231106021|19791209299987
1168231106022|19791209299987
1168231106023|19791209299987
1168231106024|19791209299987
1168231106025|19791209299987
1168231106026|19791209299987
1168231106027|19791209299987
1168231106028|19791209299987
1168231106029|19791209299987
1168231106030|19791209299987
1168231106031|19791209299987
687194768880|19791209299987
1099511629297|19791209299987
1099511629298|19791209299987
1099511629299|19791209299987
1099511629300|19791209299987
1099511629301|19791209299987
1099511629302|19791209299987
1099511629303|19791209299987
1099511629304|19791209299987
1099511629305|19791209299987
1099511629306|19791209299987
1099511629307|19791209299987
1099511629308|19791209299987
1099511629309|19791209299987
1099511629310|19791209299987
1099511629311|19791209299987
